,m,km,miles,seconds,minutes,hours,leg,lon,lat,Name
302,NA,NA,NA,NA,NA,NA,NA,-97.7210163,30.2835452,FHB 2865
303,45,0.045,0.027963,9,0.15,0.0025,1,-97.7210163,30.2835452,FHB 2865
304,26,0.026,0.0161564,21,0.35,0.005833333,2,-97.721102,30.2839465,FHB 2865
305,3932,3.932,2.4433448,381,6.35,0.105833333,3,-97.7208332,30.2839801,FHB 2865
306,24,0.024,0.0149136,26,0.433333333,0.007222222,4,-97.687665,30.2968808,FHB 2865
307,NA,NA,NA,NA,NA,NA,NA,-97.6879011,30.2969407,FHB 2865
308,488,0.488,0.3032432,100,1.666666667,0.027777778,1,-97.7478605,30.287891,FHB 2899
309,2320,2.32,1.441648,325,5.416666667,0.090277778,2,-97.7483121,30.2835202,FHB 2899
310,498,0.498,0.3094572,49,0.816666667,0.013611111,3,-97.7251196,30.279065,FHB 2899
311,205,0.205,0.127387,35,0.583333333,0.009722222,4,-97.7241617,30.2746593,FHB 2899
312,NA,NA,NA,NA,NA,NA,NA,-97.7262637,30.2743159,FHB 2899
313,55,0.055,0.034177,5,0.083333333,0.001388889,1,-97.7262637,30.2743159,FHB 2899
314,171,0.171,0.1062594,39,0.65,0.010833333,2,-97.7268299,30.2742242,FHB 2899
315,486,0.486,0.3020004,50,0.833333333,0.013888889,3,-97.7264939,30.2727148,FHB 2899
316,63,0.063,0.0391482,11,0.183333333,0.003055556,4,-97.7314723,30.2719125,FHB 2899
317,736,0.736,0.4573504,39,0.65,0.010833333,5,-97.7317181,30.2723607,FHB 2899
318,3999,3.999,2.4849786,166,2.766666667,0.046111111,6,-97.7297143,30.2786941,FHB 2899
319,210,0.21,0.130494,10,0.166666667,0.002777778,7,-97.7097523,30.3102391,FHB 2899
320,1235,1.235,0.767429,111,1.85,0.030833333,8,-97.708651,30.3118511,FHB 2899
321,130,0.13,0.080782,14,0.233333333,0.003888889,9,-97.7061247,30.3227036,FHB 2899
322,706,0.706,0.4387084,102,1.7,0.028333333,10,-97.7074415,30.3224537,FHB 2899
323,112,0.112,0.0695968,10,0.166666667,0.002777778,11,-97.7144577,30.3205544,FHB 2899
324,672,0.672,0.4175808,54,0.9,0.015,12,-97.7156145,30.3205771,FHB 2899
325,112,0.112,0.0695968,23,0.383333333,0.006388889,13,-97.7219579,30.3229834,FHB 2899
326,168,0.168,0.1043952,23,0.383333333,0.006388889,14,-97.7223433,30.3220432,FHB 2899
327,NA,NA,NA,NA,NA,NA,NA,-97.7238776,30.3227757,FHB 2899
328,35,0.035,0.021749,4,0.066666667,0.001111111,1,-97.7238776,30.3227757,FHB 2899
329,1349,1.349,0.8382686,180,3,0.05,2,-97.7242004,30.3229277,FHB 2899
330,89,0.089,0.0553046,24,0.4,0.006666667,3,-97.731653,30.3128316,FHB 2899
331,2864,2.864,1.7796896,347,5.783333333,0.096388889,4,-97.7325368,30.3130358,FHB 2899
332,129,0.129,0.0801606,41,0.683333333,0.011388889,5,-97.7413871,30.2898166,FHB 2899
333,NA,NA,NA,NA,NA,NA,NA,-97.7400456,30.2897081,FHB 2899
334,1921,1.921,1.1937094,224,3.733333333,0.062222222,1,-97.7400456,30.2897081,FHB 2899
335,72,0.072,0.0447408,15,0.25,0.004166667,2,-97.7218437,30.2843692,FHB 2899
336,2562,2.562,1.5920268,386,6.433333333,0.107222222,3,-97.7221594,30.2837884,FHB 2899
337,258,0.258,0.1603212,62,1.033333333,0.017222222,4,-97.7225524,30.2616739,FHB 2899
338,NA,NA,NA,NA,NA,NA,NA,-97.7200687,30.2607947,FHB 2899
339,246,0.246,0.1528644,55,0.916666667,0.015277778,1,-97.782563,30.2349056,FHB 1337
340,969,0.969,0.6021366,105,1.75,0.029166667,2,-97.7842911,30.2361561,FHB 1337
341,4162,4.162,2.5862668,446,7.433333333,0.123888889,3,-97.7813252,30.2443034,FHB 1337
342,475,0.475,0.295165,84,1.4,0.023333333,4,-97.7545735,30.2702772,FHB 1337
343,106,0.106,0.0658684,54,0.9,0.015,5,-97.7498618,30.2690297,FHB 1337
344,NA,NA,NA,NA,NA,NA,NA,-97.7495262,30.2699387,FHB 1337
345,645,0.645,0.400803,80,1.333333333,0.022222222,1,-97.7601593,30.2513296,CSF 8935
346,458,0.458,0.2846012,85,1.416666667,0.023611111,2,-97.7568877,30.2563902,CSF 8935
347,228,0.228,0.1416792,52,0.866666667,0.014444444,3,-97.7557045,30.2603334,CSF 8935
348,776,0.776,0.4822064,85,1.416666667,0.023611111,4,-97.7580246,30.2607563,CSF 8935
349,39,0.039,0.0242346,6,0.1,0.001666667,5,-97.7558961,30.2672883,CSF 8935
350,28,0.028,0.0173992,6,0.1,0.001666667,6,-97.755539,30.2674049,CSF 8935
351,219,0.219,0.1360866,48,0.8,0.013333333,7,-97.755334,30.2672341,CSF 8935
352,170,0.17,0.105638,39,0.65,0.010833333,8,-97.7532497,30.2667007,CSF 8935
353,199,0.199,0.1236586,41,0.683333333,0.011388889,9,-97.7529399,30.2681775,CSF 8935
354,NA,NA,NA,NA,NA,NA,NA,-97.7548017,30.2689584,CSF 8935
355,214,0.214,0.1329796,41,0.683333333,0.011388889,1,-97.7548017,30.2689584,CSF 8935
356,123,0.123,0.0764322,44,0.733333333,0.012222222,2,-97.7565447,30.2698703,CSF 8935
357,147,0.147,0.0913458,54,0.9,0.015,3,-97.7560295,30.2708804,CSF 8935
358,873,0.873,0.5424822,97,1.616666667,0.026944444,4,-97.7546481,30.2703096,CSF 8935
359,520,0.52,0.323128,110,1.833333333,0.030555556,5,-97.7578331,30.2629739,CSF 8935
360,105,0.105,0.065247,23,0.383333333,0.006388889,6,-97.7625259,30.2652882,CSF 8935
361,NA,NA,NA,NA,NA,NA,NA,-97.7631308,30.264503,CSF 8935
362,1443,1.443,0.8966802,187,3.116666667,0.051944444,1,-97.7595278,30.2580811,CSF 8926
363,1286,1.286,0.7991204,234,3.9,0.065,2,-97.7545735,30.2702772,CSF 8926
364,157,0.157,0.0975598,71,1.183333333,0.019722222,3,-97.7418369,30.266756,CSF 8926
365,NA,NA,NA,NA,NA,NA,NA,-97.7413174,30.2680989,CSF 8926
366,60,0.06,0.037284,20,0.333333333,0.005555556,1,-97.7413174,30.2680989,CSF 8926
367,2355,2.355,1.463397,305,5.083333333,0.084722222,2,-97.741125,30.2686087,CSF 8926
368,154,0.154,0.0956956,34,0.566666667,0.009444444,3,-97.7180178,30.2615828,CSF 8926
369,349,0.349,0.2168686,60,1,0.016666667,4,-97.7186104,30.2602953,CSF 8926
370,NA,NA,NA,NA,NA,NA,NA,-97.7152382,30.2591149,CSF 8926
371,59,0.059,0.0366626,8,0.133333333,0.002222222,1,-97.7152382,30.2591149,CSF 8926
372,545,0.545,0.338663,98,1.633333333,0.027222222,2,-97.7146714,30.2589148,CSF 8926
373,2504,2.504,1.5559856,362,6.033333333,0.100555556,3,-97.7167638,30.2543681,CSF 8926
374,22,0.022,0.0136708,6,0.1,0.001666667,4,-97.7410732,30.2624178,CSF 8926
375,NA,NA,NA,NA,NA,NA,NA,-97.740997,30.262605,CSF 8926
376,94,0.094,0.0584116,12,0.2,0.003333333,1,-97.7801097,30.2570928,CZT 0999
377,80,0.08,0.049712,37,0.616666667,0.010277778,2,-97.7795218,30.2577709,CZT 0999
378,1089,1.089,0.6767046,119,1.983333333,0.033055556,3,-97.7801014,30.2582857,CZT 0999
379,730,0.73,0.453622,98,1.633333333,0.027222222,4,-97.770824,30.26081,CZT 0999
380,764,0.764,0.4747496,120,2,0.033333333,5,-97.7650192,30.2647234,CZT 0999
381,1127,1.127,0.7003178,153,2.55,0.0425,6,-97.7585815,30.2609052,CZT 0999
382,475,0.475,0.295165,84,1.4,0.023333333,7,-97.7545735,30.2702772,CZT 0999
383,56,0.056,0.0347984,19,0.316666667,0.005277778,8,-97.7498618,30.2690297,CZT 0999
384,NA,NA,NA,NA,NA,NA,NA,-97.7500555,30.268555,CZT 0999
385,163,0.163,0.1012882,70,1.166666667,0.019444444,1,-97.7500555,30.268555,CZT 0999
386,1922,1.922,1.1943308,266,4.433333333,0.073888889,2,-97.7495239,30.269945,CZT 0999
387,4770,4.77,2.964078,214,3.566666667,0.059444444,3,-97.7670694,30.2776692,CZT 0999
388,266,0.266,0.1652924,21,0.35,0.005833333,4,-97.7559433,30.3187119,CZT 0999
389,1483,1.483,0.9215362,176,2.933333333,0.048888889,5,-97.7552205,30.3209932,CZT 0999
390,987,0.987,0.6133218,102,1.7,0.028333333,6,-97.7416121,30.3153519,CZT 0999
391,74,0.074,0.0459836,55,0.916666667,0.015277778,7,-97.7394573,30.3236904,CZT 0999
392,NA,NA,NA,NA,NA,NA,NA,-97.7387829,30.3233696,CZT 0999
393,930,0.93,0.577902,142,2.366666667,0.039444444,1,-97.7318181,30.233732,DBW 2627
394,1082,1.082,0.6723548,105,1.75,0.029166667,2,-97.72708,30.2401953,DBW 2627
395,1564,1.564,0.9718696,157,2.616666667,0.043611111,3,-97.7339067,30.2476864,DBW 2627
396,533,0.533,0.3312062,106,1.766666667,0.029444444,4,-97.7357836,30.2610217,DBW 2627
397,107,0.107,0.0664898,25,0.416666667,0.006944444,5,-97.7410732,30.2624178,DBW 2627
398,1,0.001,0.0006214,5,0.083333333,0.001388889,6,-97.740718,30.263334,DBW 2627
399,NA,NA,NA,NA,NA,NA,NA,-97.7407287,30.2633371,DBW 2627
400,1,0.001,0.0006214,0,0,0,1,-97.7407287,30.2633371,DBW 2627
401,328,0.328,0.2038192,94,1.566666667,0.026111111,2,-97.740718,30.263334,DBW 2627
402,434,0.434,0.2696876,91,1.516666667,0.025277778,3,-97.7396938,30.2661424,DBW 2627
403,53,0.053,0.0329342,10,0.166666667,0.002777778,4,-97.7353905,30.2649534,DBW 2627
404,122,0.122,0.0758108,19,0.316666667,0.005277778,5,-97.7355532,30.264495,DBW 2627
405,382,0.382,0.2373748,69,1.15,0.019166667,6,-97.7346371,30.2642091,DBW 2627
406,114,0.114,0.0708396,22,0.366666667,0.006111111,7,-97.7335239,30.2675059,DBW 2627
407,110,0.11,0.068354,26,0.433333333,0.007222222,8,-97.7323996,30.2671938,DBW 2627
408,1,0.001,0.0006214,4,0.066666667,0.001111111,9,-97.7319907,30.2680681,DBW 2627
409,NA,NA,NA,NA,NA,NA,NA,-97.7319991,30.2680706,DBW 2627
410,1,0.001,0.0006214,0,0,0,1,-97.7319991,30.2680706,DBW 2627
411,110,0.11,0.068354,28,0.466666667,0.007777778,2,-97.7319907,30.2680681,DBW 2627
412,114,0.114,0.0708396,24,0.4,0.006666667,3,-97.7323996,30.2671938,DBW 2627
413,298,0.298,0.1851772,66,1.1,0.018333333,4,-97.7335239,30.2675059,DBW 2627
414,786,0.786,0.4884204,148,2.466666667,0.041111111,5,-97.7350266,30.265884,DBW 2627
415,437,0.437,0.2715518,103,1.716666667,0.028611111,6,-97.742813,30.268066,DBW 2627
416,134,0.134,0.0832676,46,0.766666667,0.012777778,7,-97.744197,30.26432,DBW 2627
417,1,0.001,0.0006214,5,0.083333333,0.001388889,8,-97.7455291,30.2646869,DBW 2627
418,NA,NA,NA,NA,NA,NA,NA,-97.7455323,30.2646775,DBW 2627
419,103,0.103,0.0640042,35,0.583333333,0.009722222,1,-97.7455323,30.2646775,DBW 2627
420,95,0.095,0.059033,23,0.383333333,0.006388889,2,-97.7458404,30.2637895,DBW 2627
421,2045,2.045,1.270763,288,4.8,0.08,3,-97.7450226,30.2635113,DBW 2627
422,116,0.116,0.0720824,24,0.4,0.006666667,4,-97.750966,30.2461003,DBW 2627
423,NA,NA,NA,NA,NA,NA,NA,-97.7521158,30.2464243,DBW 2627
424,129,0.129,0.0801606,13,0.216666667,0.003611111,1,-97.7755181,30.2842661,CSF 8919
425,50,0.05,0.03107,16,0.266666667,0.004444444,2,-97.7748667,30.2852792,CSF 8919
426,646,0.646,0.4014244,71,1.183333333,0.019722222,3,-97.7753063,30.2855119,CSF 8919
427,2181,2.181,1.3552734,221,3.683333333,0.061388889,4,-97.772053,30.290598,CSF 8919
428,1608,1.608,0.9992112,173,2.883333333,0.048055556,5,-97.7531659,30.2800661,CSF 8919
429,216,0.216,0.1342224,28,0.466666667,0.007777778,6,-97.7371227,30.276202,CSF 8919
430,66,0.066,0.0410124,14,0.233333333,0.003888889,7,-97.7378129,30.274358,CSF 8919
431,78,0.078,0.0484692,39,0.65,0.010833333,8,-97.7384727,30.2745294,CSF 8919
432,NA,NA,NA,NA,NA,NA,NA,-97.7387655,30.2738943,CSF 8919
433,4144,4.144,2.5750816,429,7.15,0.119166667,1,-97.7665746,30.2310923,FBV 4358
434,1586,1.586,0.9855404,271,4.516666667,0.075277778,2,-97.7470845,30.2640425,FBV 4358
435,487,0.487,0.3026218,60,1,0.016666667,3,-97.7419501,30.2775537,FBV 4358
436,216,0.216,0.1342224,28,0.466666667,0.007777778,4,-97.7371227,30.276202,FBV 4358
437,66,0.066,0.0410124,14,0.233333333,0.003888889,5,-97.7378129,30.274358,FBV 4358
438,78,0.078,0.0484692,39,0.65,0.010833333,6,-97.7384727,30.2745294,FBV 4358
439,NA,NA,NA,NA,NA,NA,NA,-97.7387654,30.2738944,FBV 4358
440,258,0.258,0.1603212,37,0.616666667,0.010277778,1,-97.7200687,30.2607947,FGZ 8629
441,107,0.107,0.0664898,49,0.816666667,0.013611111,2,-97.7225524,30.2616739,FGZ 8629
442,1212,1.212,0.7531368,126,2.1,0.035,3,-97.7221297,30.2625601,FGZ 8629
443,927,0.927,0.5760378,149,2.483333333,0.041388889,4,-97.7338513,30.266593,FGZ 8629
444,1554,1.554,0.9656556,190,3.166666667,0.052777778,5,-97.7309828,30.2745531,FGZ 8629
445,302,0.302,0.1876628,39,0.65,0.010833333,6,-97.746205,30.2788849,FGZ 8629
446,131,0.131,0.0814034,30,0.5,0.008333333,7,-97.7451975,30.2814484,FGZ 8629
447,475,0.475,0.295165,51,0.85,0.014166667,8,-97.7447913,30.2825371,FGZ 8629
448,23,0.023,0.0142922,17,0.283333333,0.004722222,9,-97.7494843,30.2838725,FGZ 8629
449,NA,NA,NA,NA,NA,NA,NA,-97.7494297,30.2840711,FGZ 8629
450,23,0.023,0.0142922,5,0.083333333,0.001388889,1,-97.7494297,30.2840711,FGZ 8629
451,222,0.222,0.1379508,48,0.8,0.013333333,2,-97.7494843,30.2838725,FGZ 8629
452,4023,4.023,2.4998922,394,6.566666667,0.109444444,3,-97.7517768,30.2837673,FGZ 8629
453,445,0.445,0.276523,67,1.116666667,0.018611111,4,-97.737743,30.3132264,FGZ 8629
454,1225,1.225,0.761215,119,1.983333333,0.033055556,5,-97.7412572,30.3152166,FGZ 8629
455,287,0.287,0.1783418,34,0.566666667,0.009444444,6,-97.7396274,30.3257163,FGZ 8629
456,168,0.168,0.1043952,38,0.633333333,0.010555556,7,-97.7370422,30.3247299,FGZ 8629
457,NA,NA,NA,NA,NA,NA,NA,-97.7362001,30.3260494,FGZ 8629
458,108,0.108,0.0671112,16,0.266666667,0.004444444,1,-97.7362001,30.3260494,FGZ 8629
459,840,0.84,0.521976,133,2.216666667,0.036944444,2,-97.735659,30.3268973,FGZ 8629
460,268,0.268,0.1665352,61,1.016666667,0.016944444,3,-97.7280484,30.3231933,FGZ 8629
461,87,0.087,0.0540618,9,0.15,0.0025,4,-97.7267084,30.3253097,FGZ 8629
462,1175,1.175,0.730145,98,1.633333333,0.027222222,5,-97.7258821,30.325412,FGZ 8629
463,176,0.176,0.1093664,10,0.166666667,0.002777778,6,-97.7155186,30.320427,FGZ 8629
464,10518,10.518,6.5358852,497,8.283333333,0.138055556,7,-97.7136973,30.320323,FGZ 8629
465,123,0.123,0.0764322,7,0.116666667,0.001944444,8,-97.7386283,30.2381647,FGZ 8629
466,441,0.441,0.2740374,61,1.016666667,0.016944444,9,-97.7394663,30.2373353,FGZ 8629
467,1287,1.287,0.7997418,137,2.283333333,0.038055556,10,-97.741652,30.23385,FGZ 8629
468,130,0.13,0.080782,16,0.266666667,0.004444444,11,-97.7535728,30.2388021,FGZ 8629
469,2,0.002,0.0012428,16,0.266666667,0.004444444,12,-97.7528889,30.2397948,FGZ 8629
470,NA,NA,NA,NA,NA,NA,NA,-97.7528709,30.2398088,FGZ 8629
471,2,0.002,0.0012428,0,0,0,1,-97.7528709,30.2398088,FGZ 8629
472,130,0.13,0.080782,66,1.1,0.018333333,2,-97.7528889,30.2397948,FGZ 8629
473,1402,1.402,0.8712028,185,3.083333333,0.051388889,3,-97.7535728,30.2388021,FGZ 8629
474,502,0.502,0.3119428,36,0.6,0.01,4,-97.740483,30.2336228,FGZ 8629
475,157,0.157,0.0975598,7,0.116666667,0.001944444,5,-97.738389,30.2377505,FGZ 8629
476,4596,4.596,2.8559544,271,4.516666667,0.075277778,6,-97.7379171,30.2390948,FGZ 8629
477,5427,5.427,3.3723378,220,3.666666667,0.061111111,7,-97.7297143,30.2786941,FGZ 8629
478,269,0.269,0.1671566,14,0.233333333,0.003888889,8,-97.7065949,30.3226993,FGZ 8629
479,828,0.828,0.5145192,65,1.083333333,0.018055556,9,-97.7056279,30.3249539,FGZ 8629
480,90,0.09,0.055926,15,0.25,0.004166667,10,-97.7039596,30.3321679,FGZ 8629
481,255,0.255,0.158457,24,0.4,0.006666667,11,-97.7048053,30.3325254,FGZ 8629
482,40,0.04,0.024856,5,0.083333333,0.001388889,12,-97.7056715,30.3303595,FGZ 8629
483,529,0.529,0.3287206,47,0.783333333,0.013055556,13,-97.7060043,30.3301583,FGZ 8629
484,174,0.174,0.1081236,45,0.75,0.0125,14,-97.7111645,30.3306774,FGZ 8629
485,NA,NA,NA,NA,NA,NA,NA,-97.7110504,30.3291221,FGZ 8629
486,403,0.403,0.2504242,51,0.85,0.014166667,1,-97.7729401,30.2311865,CSF 9074
487,541,0.541,0.3361774,79,1.316666667,0.021944444,2,-97.7709186,30.2343639,CSF 9074
488,2278,2.278,1.4155492,251,4.183333333,0.069722222,3,-97.7659841,30.2320261,CSF 9074
489,293,0.293,0.1820702,61,1.016666667,0.016944444,4,-97.754945,30.2500194,CSF 9074
490,268,0.268,0.1665352,49,0.816666667,0.013611111,5,-97.7520093,30.2494825,CSF 9074
491,84,0.084,0.0521976,43,0.716666667,0.011944444,6,-97.7506054,30.2515662,CSF 9074
492,NA,NA,NA,NA,NA,NA,NA,-97.7497718,30.2513256,CSF 9074
493,84,0.084,0.0521976,31,0.516666667,0.008611111,1,-97.7497718,30.2513256,CSF 9074
494,268,0.268,0.1665352,45,0.75,0.0125,2,-97.7506054,30.2515662,CSF 9074
495,293,0.293,0.1820702,53,0.883333333,0.014722222,3,-97.7520093,30.2494825,CSF 9074
496,1975,1.975,1.227265,229,3.816666667,0.063611111,4,-97.754945,30.2500194,CSF 9074
497,108,0.108,0.0671112,45,0.75,0.0125,5,-97.7644883,30.2344242,CSF 9074
498,NA,NA,NA,NA,NA,NA,NA,-97.7654682,30.234897,CSF 9074
499,108,0.108,0.0671112,16,0.266666667,0.004444444,1,-97.7654682,30.234897,CSF 9074
500,1975,1.975,1.227265,263,4.383333333,0.073055556,2,-97.7644883,30.2344242,CSF 9074
501,293,0.293,0.1820702,61,1.016666667,0.016944444,3,-97.754945,30.2500194,CSF 9074
502,268,0.268,0.1665352,49,0.816666667,0.013611111,4,-97.7520093,30.2494825,CSF 9074
503,1,0.001,0.0006214,8,0.133333333,0.002222222,5,-97.7506054,30.2515662,CSF 9074
504,NA,NA,NA,NA,NA,NA,NA,-97.7505971,30.2515638,CSF 9074
505,0,0,0,0,0,0,1,-97.7505971,30.2515638,CSF 9074
506,NA,NA,NA,NA,NA,NA,NA,-97.7505971,30.2515638,CSF 9074
507,816,0.816,0.5070624,98,1.633333333,0.027222222,1,-97.6975534,30.2624519,FBV 4469
508,3160,3.16,1.963624,274,4.566666667,0.076111111,2,-97.701673,30.256036,FBV 4469
509,109,0.109,0.0677326,24,0.4,0.006666667,3,-97.7321093,30.2660239,FBV 4469
510,255,0.255,0.158457,76,1.266666667,0.021111111,4,-97.7325274,30.2651158,FBV 4469
511,212,0.212,0.1317368,32,0.533333333,0.008888889,5,-97.7350266,30.265884,FBV 4469
512,426,0.426,0.2647164,135,2.25,0.0375,6,-97.7357078,30.2640672,FBV 4469
513,NA,NA,NA,NA,NA,NA,NA,-97.7399213,30.2652422,FBV 4469
514,0,0,0,0,0,0,1,-97.7454202,30.2213369,FBV 4425
515,NA,NA,NA,NA,NA,NA,NA,-97.7454202,30.2213369,FBV 4425
516,2,0.002,0.0012428,0,0,0,1,-97.7454202,30.2213369,FBV 4425
517,574,0.574,0.3566836,97,1.616666667,0.026944444,2,-97.7454318,30.2213244,FBV 4425
518,162,0.162,0.1006668,38,0.633333333,0.010555556,3,-97.7440065,30.2166168,FBV 4425
519,1555,1.555,0.966277,61,1.016666667,0.016944444,4,-97.7456891,30.216726,FBV 4425
520,2239,2.239,1.3913146,80,1.333333333,0.022222222,5,-97.7603374,30.2210822,FBV 4425
521,374,0.374,0.2324036,19,0.316666667,0.005277778,6,-97.7812622,30.2279629,FBV 4425
522,336,0.336,0.2087904,53,0.883333333,0.014722222,7,-97.7849641,30.2289495,FBV 4425
523,1522,1.522,0.9457708,118,1.966666667,0.032777778,8,-97.7880671,30.2303391,FBV 4425
524,491,0.491,0.3051074,94,1.566666667,0.026111111,9,-97.781688,30.2426356,FBV 4425
525,741,0.741,0.4604574,106,1.766666667,0.029444444,10,-97.7844756,30.2463309,FBV 4425
526,248,0.248,0.1541072,30,0.5,0.008333333,11,-97.7796151,30.2508471,FBV 4425
527,62,0.062,0.0385268,12,0.2,0.003333333,12,-97.7784953,30.2528393,FBV 4425
528,120,0.12,0.074568,16,0.266666667,0.004444444,13,-97.7790574,30.2531207,FBV 4425
529,NA,NA,NA,NA,NA,NA,NA,-97.7783374,30.2539951,FBV 4425
530,0,0,0,0,0,0,1,-97.7219842,30.2226226,CSF 9065
531,NA,NA,NA,NA,NA,NA,NA,-97.7219842,30.2226226,CSF 9065
532,997,0.997,0.6195358,133,2.216666667,0.036944444,1,-97.7514464,30.2560448,FBV 4474
533,2028,2.028,1.2601992,350,5.833333333,0.097222222,2,-97.7470845,30.2640425,FBV 4474
534,268,0.268,0.1665352,53,0.883333333,0.014722222,3,-97.7405371,30.2813363,FBV 4474
535,166,0.166,0.1031524,40,0.666666667,0.011111111,4,-97.7431987,30.2820733,FBV 4474
536,NA,NA,NA,NA,NA,NA,NA,-97.7430409,30.2835635,FBV 4474
537,34,0.034,0.0211276,6,0.1,0.001666667,1,-97.7430409,30.2835635,FBV 4474
538,107,0.107,0.0664898,50,0.833333333,0.013888889,2,-97.7430085,30.283869,FBV 4474
539,3249,3.249,2.0189286,445,7.416666667,0.123611111,3,-97.7418976,30.2838185,FBV 4474
540,967,0.967,0.6008938,150,2.5,0.041666667,4,-97.7331536,30.3105703,FBV 4474
541,1467,1.467,0.9115938,146,2.433333333,0.040555556,5,-97.7412572,30.3152166,FBV 4474
542,95,0.095,0.059033,19,0.316666667,0.005277778,6,-97.7397639,30.3278804,FBV 4474
543,NA,NA,NA,NA,NA,NA,NA,-97.7392532,30.3286107,FBV 4474
544,10,0.01,0.006214,3,0.05,0.000833333,1,-97.7399213,30.2652422,CSF 8920
545,105,0.105,0.065247,36,0.6,0.01,2,-97.7400282,30.2652412,CSF 8920
546,434,0.434,0.2696876,91,1.516666667,0.025277778,3,-97.7396938,30.2661424,CSF 8920
547,601,0.601,0.3734614,105,1.75,0.029166667,4,-97.7353905,30.2649534,CSF 8920
548,2508,2.508,1.5584712,112,1.866666667,0.031111111,5,-97.7372829,30.2598204,CSF 8920
549,123,0.123,0.0764322,7,0.116666667,0.001944444,6,-97.7386283,30.2381647,CSF 8920
550,441,0.441,0.2740374,61,1.016666667,0.016944444,7,-97.7394663,30.2373353,CSF 8920
551,486,0.486,0.3020004,78,1.3,0.021666667,8,-97.741652,30.23385,CSF 8920
552,589,0.589,0.3660046,63,1.05,0.0175,9,-97.7369379,30.232315,CSF 8920
553,21,0.021,0.0130494,6,0.1,0.001666667,10,-97.7401746,30.2278498,CSF 8920
554,NA,NA,NA,NA,NA,NA,NA,-97.7399799,30.2277604,CSF 8920
555,0,0,0,0,0,0,1,-97.7399799,30.2277604,CSF 8920
556,NA,NA,NA,NA,NA,NA,NA,-97.7399799,30.2277604,CSF 8920
557,21,0.021,0.0130494,4,0.066666667,0.001111111,1,-97.7399799,30.2277604,CSF 8920
558,60,0.06,0.037284,9,0.15,0.0025,2,-97.7401746,30.2278498,CSF 8920
559,358,0.358,0.2224612,53,0.883333333,0.014722222,3,-97.7404759,30.2273781,CSF 8920
560,351,0.351,0.2181114,53,0.883333333,0.014722222,4,-97.7439792,30.2282082,CSF 8920
561,4807,4.807,2.9870698,291,4.85,0.080833333,5,-97.7423285,30.2310213,CSF 8920
562,253,0.253,0.1572142,20,0.333333333,0.005555556,6,-97.7322486,30.2719902,CSF 8920
563,62,0.062,0.0385268,20,0.333333333,0.005555556,7,-97.7311111,30.2740055,CSF 8920
564,1446,1.446,0.8985444,176,2.933333333,0.048888889,8,-97.7309828,30.2745531,CSF 8920
565,86,0.086,0.0534404,23,0.383333333,0.006388889,9,-97.7451336,30.278578,CSF 8920
566,NA,NA,NA,NA,NA,NA,NA,-97.7453986,30.2778417,CSF 8920
567,32,0.032,0.0198848,4,0.066666667,0.001111111,1,-97.7453986,30.2778417,CSF 8920
568,217,0.217,0.1348438,48,0.8,0.013333333,2,-97.745502,30.277567,CSF 8920
569,756,0.756,0.4697784,110,1.833333333,0.030555556,3,-97.7433591,30.2769464,CSF 8920
570,710,0.71,0.441194,123,2.05,0.034166667,4,-97.7457494,30.2704714,CSF 8920
571,1846,1.846,1.1471044,187,3.116666667,0.051944444,5,-97.747985,30.264388,CSF 8920
572,614,0.614,0.3815396,144,2.4,0.04,6,-97.7551936,30.2493342,CSF 8920
573,1,0.001,0.0006214,9,0.15,0.0025,7,-97.749113,30.247642,CSF 8920
574,NA,NA,NA,NA,NA,NA,NA,-97.7491096,30.2476513,CSF 8920
575,1,0.001,0.0006214,0,0,0,1,-97.7491096,30.2476513,CSF 8920
576,614,0.614,0.3815396,149,2.483333333,0.041388889,2,-97.749113,30.247642,CSF 8920
577,156,0.156,0.0969384,20,0.333333333,0.005555556,3,-97.7551936,30.2493342,CSF 8920
578,69,0.069,0.0428766,19,0.316666667,0.005277778,4,-97.7546771,30.2506669,CSF 8920
579,NA,NA,NA,NA,NA,NA,NA,-97.7553107,30.2509674,CSF 8920
580,114,0.114,0.0708396,45,0.75,0.0125,1,-97.7189374,30.3387341,CZT 0993
581,1520,1.52,0.944528,213,3.55,0.059166667,2,-97.7183908,30.3396464,CZT 0993
582,568,0.568,0.3529552,49,0.816666667,0.013611111,3,-97.7045795,30.3329593,CZT 0993
583,5509,5.509,3.4232926,243,4.05,0.0675,4,-97.7064457,30.3281155,CZT 0993
584,842,0.842,0.5232188,43,0.716666667,0.011944444,5,-97.727448,30.2828955,CZT 0993
585,116,0.116,0.0720824,22,0.366666667,0.006111111,6,-97.7313537,30.2761829,CZT 0993
586,1049,1.049,0.6518486,115,1.916666667,0.031944444,7,-97.7316294,30.2751692,CZT 0993
587,205,0.205,0.127387,34,0.566666667,0.009444444,8,-97.7419196,30.2776544,CZT 0993
588,1,0.001,0.0006214,18,0.3,0.005,9,-97.7412668,30.2794139,CZT 0993
589,NA,NA,NA,NA,NA,NA,NA,-97.7412559,30.2794108,CZT 0993
