"","address","charging","engineType","exterior","fuel","interior","name","smartPhoneRequired","vin","City","Longitude","Latitude","Altitude"
"3708","Via Emanuele Filiberto 89, 00185 Roma",NA,"CE","GOOD",78,"GOOD","445/EV663NT","FALSE","WME4513341K770262","roma",12.506,41.89171,0
"3709","Via Luigi Ronzoni 80, 00151 Roma",NA,"CE","GOOD",96,"GOOD","222/ET864WT","FALSE","WME4513341K741521","roma",12.44589,41.86666,0
"3710","Via Ronciglione 18, 00191 Roma",NA,"CE","GOOD",100,"GOOD","539/EX581DK","FALSE","WME4513341K747283","roma",12.46811,41.9427,0
"3711","Via Ignazio Guidi 10, 00147 Roma",NA,"CE","GOOD",69,"GOOD","518/EX482DK","FALSE","WME4513341K751590","roma",12.5005,41.86402,0
"3712","Via Citt‡ della Pieve 31, 00191 Roma",NA,"CE","GOOD",100,"GOOD","575/EY100PF","FALSE","WME4513341K750717","roma",12.47427,41.94519,0
"3713","Via di San Basilio 22, 00187 Roma",NA,"CE","GOOD",100,"GOOD","239/ET881WT","FALSE","WME4513341K741934","roma",12.49092,41.90583,0
"3714","Via Roberto Alessandri 99, 00151 Roma",NA,"CE","GOOD",72,"GOOD","181/EX189XV","FALSE","WME4513341K740393","roma",12.43895,41.86833,0
"3715","Via Bagnaia 18, 00189 Roma",NA,"CE","GOOD",84,"GOOD","174/ET816WT","FALSE","WME4513341K740192","roma",12.43713,41.96921,0
"3716","Viale XVII Olimpiade 110, 00196 Roma (raggio 100m)",NA,"CE","UNACCEPTABLE",66,"GOOD","458/EV675NT","FALSE","WME4513341K770347","roma",12.4746,41.93239,0
"3717","Via di Monte del Gallo 18, 00165 Roma",NA,"CE","GOOD",96,"GOOD","394/EV613NT","FALSE","WME4513341K773617","roma",12.4507,41.89662,0
"3718","Viale Asia 9, 00144 Roma",NA,"CE","UNACCEPTABLE",72,"GOOD","533/EX612DK","FALSE","WME4513341K747825","roma",12.47355,41.83095,0
"3719","Via del Lago Terrione 46, 00165 Roma",NA,"CE","GOOD",69,"GOOD","382/EV601NT","FALSE","WME4513341K771130","roma",12.45323,41.89524,0
"3720","Viale dell'Oceano Indiano 180, 00144 Roma",NA,"CE","UNACCEPTABLE",42,"GOOD","147/ET789WT","FALSE","WME4513341K737767","roma",12.44569,41.82259,0
"3721","Villa Borghese / Saba Park - Viale del Muro Torto",NA,"CE","GOOD",100,"GOOD","580/EX481DK","FALSE","WME4513341K751562","roma",12.48408,41.91005,0
"3722","Via Monte delle Gioie 15, 00199 Roma",NA,"CE","GOOD",51,"GOOD","056/ET698WT","FALSE","WME4513341K738459","roma",12.51019,41.93349,0
"3723","Passeggiata del Gianicolo 1, 00165 Roma (raggio 100m)",NA,"CE","UNACCEPTABLE",36,"UNACCEPTABLE","350/EV534NT","FALSE","WME4513341K749455","roma",12.46037,41.89536,0
"3724","Viale Alessandro Manzoni 53, 00185 Roma",NA,"CE","GOOD",15,"GOOD","076/ET718WT","FALSE","WME4513341K739062","roma",12.5084,41.89176,0
"3725","Via NicolÚ Tartaglia 17, 00197 Roma",NA,"CE","GOOD",60,"GOOD","003/ET296WS","FALSE","WME4513341K709365","roma",12.48822,41.92464,0
"3726","Piazza Orazio Marucchi 1, 00162 Roma (raggio 100m)",NA,"CE","GOOD",48,"UNACCEPTABLE","137/EX185XV","FALSE","WME4513341K727470","roma",12.52123,41.9207,0
"3727","Via Leonida Bissolati 17, 00187 Roma",NA,"CE","GOOD",48,"GOOD","557/EX656DK","FALSE","WME4513341K751607","roma",12.49152,41.90572,0
"3728","Via Antonio Cesari 2, 00152 Roma",NA,"CE","UNACCEPTABLE",63,"GOOD","160/ET802WT","FALSE","WME4513341K739903","roma",12.46022,41.88078,0
"3729","Viale dell'Oceano Atlantico, 00144 Roma",NA,"CE","GOOD",100,"GOOD","573/EX720DK","FALSE","WME4513341K750735","roma",12.47845,41.8203,0
"3730","Via Raffaele Calzini 50, 00159 Roma",NA,"CE","GOOD",100,"GOOD","172/ET814WT","FALSE","WME4513341K740158","roma",12.55291,41.90657,0
"3731","Piazza dei Navigatori 1 - 32, 00147 Roma (raggio 100m)",NA,"CE","GOOD",78,"GOOD","285/ET927WT","FALSE","WME4513341K709945","roma",12.49869,41.86101,0
"3732","Via Santi Cosma e Damiano 21, 00189 Roma",NA,"CE","GOOD",100,"GOOD","235/ET877WT","FALSE","WME4513341K741824","roma",12.44227,41.96669,0
"3733","Royal Parking Termini_Via Marsala 30/32",NA,"CE","GOOD",57,"GOOD","108/ET750WT","FALSE","WME4513341K729322","roma",12.50177,41.9029,0
"3734","Via San Cipriano 12, 00136 Roma",NA,"CE","GOOD",60,"GOOD","141/ET783WT","FALSE","WME4513341K727435","roma",12.43812,41.91403,0
"3735","Via Isola Bella 159, 00141 Roma",NA,"CE","GOOD",63,"GOOD","369/EV588NT","FALSE","WME4513341K773294","roma",12.53941,41.94214,0
"3736","Via Valsesia 21, 00141 Roma",NA,"CE","GOOD",78,"GOOD","418/EV636NT","FALSE","WME4513341K769855","roma",12.52806,41.9432,0
"3737","Via Emilio Albertario 73, 00166 Roma",NA,"CE","GOOD",36,"UNACCEPTABLE","082/ET724WT","FALSE","WME4513341K739118","roma",12.42213,41.90097,0
"3738","Via Lampedusa 20, 00141 Roma",NA,"CE","GOOD",39,"GOOD","125/ET767WT","FALSE","WME4513341K730132","roma",12.53653,41.94386,0
"3739","Via Augusto Dulceri 62, 00176 Roma",NA,"CE","GOOD",57,"GOOD","516/EX453DK","FALSE","WME4513341K750435","roma",12.53651,41.8844,0
"3740","Via dei Casali Santovetti 36, 00165 Roma",NA,"CE","GOOD",45,"GOOD","346/EV528NT","FALSE","WME4513341K746444","roma",12.40584,41.88914,0
"3741","Via Mecenate 26, 00185 Roma",NA,"CE","GOOD",78,"GOOD","417/EW234ZK","FALSE","WME4513341K772386","roma",12.49997,41.89253,0
"3742","Via Trionfale 7075, 00135 Roma",NA,"CE","GOOD",54,"GOOD","227/ET869WT","FALSE","WME4513341K741567","roma",12.43916,41.93467,0
"3743","Via di Trasone 3, 00199 Roma",NA,"CE","GOOD",57,"GOOD","562/EX449DK","FALSE","WME4513341K751277","roma",12.50961,41.92756,0
"3744","Via della Balduina 232 - 260, 00136 Roma (raggio 100m)",NA,"CE","GOOD",54,"GOOD","047/ET689WT","FALSE","WME4513341K737976","roma",12.43909,41.92415,0
"3745","Via Cesare Frugoni 8, 00144 Roma",NA,"CE","GOOD",100,"GOOD","032/ET674WT","FALSE","WME4513341K743275","roma",12.46616,41.84086,0
"3746","Via Piero Colonna 30, 00149 Roma",NA,"CE","GOOD",100,"GOOD","207/ET849WT","FALSE","WME4513341K741161","roma",12.45237,41.85457,0
"3747","Viale Guglielmo Marconi 646, 00146 Roma",NA,"CE","UNACCEPTABLE",66,"GOOD","519/EX480DK","FALSE","WME4513341K751553","roma",12.47399,41.85039,0
"3748","Via Cesare Ferrero di Cambiano 14, 00191 Roma",NA,"CE","GOOD",96,"GOOD","439/EV657NT","FALSE","WME4513341K769543","roma",12.46841,41.94832,0
"3749","Via Gregorio XI 136 - 156, 00166 Roma",NA,"CE","GOOD",27,"GOOD","263/ET905WT","FALSE","WME4513341K708937","roma",12.41138,41.89381,0
"3750","Lungotevere di Pietra Papa 95 - 201, 00146 Roma (raggio 300m)",NA,"CE","GOOD",100,"GOOD","570/EX609DK","FALSE","WME4513341K750831","roma",12.47353,41.86233,0
"3751","Viale Jonio 377 - 395, 00141 Roma (raggio 100m)",NA,"CE","UNACCEPTABLE",54,"GOOD","011/ET653WT","FALSE","WME4513341K742403","roma",12.5274,41.94589,0
"3752","Via della Badia di Cava 100, 00142 Roma",NA,"CE","GOOD",45,"GOOD","079/EX186XV","FALSE","WME4513341K739088","roma",12.48457,41.84829,0
"3753","Via Jacopo Sannazzaro 21, 00141 Roma (raggio 300m)",NA,"CE","GOOD",12,"GOOD","053/ET695WT","FALSE","WME4513341K738371","roma",12.54103,41.93918,0
"3754","Via Pordenone 4, 00182 Roma (raggio 100m)",NA,"CE","UNACCEPTABLE",51,"UNACCEPTABLE","236/ET878WT","FALSE","WME4513341K741855","roma",12.51916,41.87983,0
"3755","Via della Balduina 141, 00136 Roma",NA,"CE","GOOD",69,"GOOD","218/ET860WT","FALSE","WME4513341K741453","roma",12.43867,41.92121,0
"3756","Piazza Piero Puricelli 10, 00149 Roma",NA,"CE","GOOD",84,"GOOD","497/EV216TT","FALSE","WME4513341K783670","roma",12.45725,41.85936,0
"3757","Via Jacopo Sannazzaro 58, 00141 Roma",NA,"CE","GOOD",100,"GOOD","126/ET768WT","FALSE","WME4513341K730162","roma",12.54102,41.93966,0
"3758","Via Tito Omboni 139 - 147, 00147 Roma (raggio 100m)",NA,"CE","GOOD",57,"GOOD","221/ET863WT","FALSE","WME4513341K741518","roma",12.50102,41.8649,0
"3759","Viale Guglielmo Marconi 313, 00146 Roma",NA,"CE","GOOD",57,"GOOD","281/ET923WT","FALSE","WME4513341K710875","roma",12.46998,41.86177,0
"3760","Via di San Teodoro 66, 00186 Roma",NA,"CE","UNACCEPTABLE",60,"UNACCEPTABLE","290/ET932WT","FALSE","WME4513341K711263","roma",12.48365,41.88933,0
"3761","Via Portuense 334, 00151 Roma",NA,"CE","GOOD",63,"GOOD","087/ET729WT","FALSE","WME4513341K737903","roma",12.45373,41.86298,0
"3762","Via Claudio Monteverdi 17 - 35, 00198 Roma (raggio 100m)",NA,"CE","UNACCEPTABLE",18,"UNACCEPTABLE","019/ET661WT","FALSE","WME4513341K742540","roma",12.49542,41.91886,0
"3763","Via Modena 49, 00184 Roma",NA,"CE","GOOD",93,"GOOD","008/ET650WT","FALSE","WME4513341K742370","roma",12.49452,41.90233,0
"3764","Via Gallia 23, 00183 Roma",NA,"CE","GOOD",93,"GOOD","113/EX403XV","FALSE","WME4513341K729782","roma",12.50251,41.88136,0
"3765","Piazza Vescovio 12, 00199 Roma",NA,"CE","GOOD",78,"GOOD","322/EV498NT","FALSE","WME4513341K745038","roma",12.51262,41.93309,0
"3766","Via Augusto Vera 30, 00142 Roma",NA,"CE","UNACCEPTABLE",93,"GOOD","438/EV656NT","FALSE","WME4513341K772342","roma",12.48744,41.84509,0
"3767","Via del Serafico 169 - 185, 00142 Roma (raggio 100m)",NA,"CE","GOOD",93,"GOOD","486/EV295TP","FALSE","WME4513341K767723","roma",12.49157,41.83296,0
"3768","Via Jacopo Sannazzaro 58, 00141 Roma",NA,"CE","GOOD",87,"GOOD","195/ET837WT","FALSE","WME4513341K740534","roma",12.54099,41.93963,0
"3769","Via Ruggero Boscovich 12, 00197 Roma",NA,"CE","GOOD",21,"GOOD","554/EX711DK","FALSE","WME4513341K752035","roma",12.4862,41.92377,0
"3770","Via Casimiro Manassei 63, 00151 Roma",NA,"CE","GOOD",78,"GOOD","145/ET787WT","FALSE","WME4513341K737612","roma",12.44257,41.86601,0
"3771","Via dei Duchi di Castro 3, 00135 Roma",NA,"CE","GOOD",100,"GOOD","430/EV648NT","FALSE","WME4513341K770191","roma",12.46319,41.94005,0
"3772","Via Alessandro Poerio 45, 00152 Roma",NA,"CE","UNACCEPTABLE",100,"GOOD","173/ET815WT","FALSE","WME4513341K740184","roma",12.46316,41.87979,0
"3773","Via Filippo Tolli 2, 00145 Roma",NA,"CE","UNACCEPTABLE",87,"UNACCEPTABLE","096/ET738WT","FALSE","WME4513341K729077","roma",12.49157,41.85999,0
"3774","Via Aurelia 134, 00165 Roma",NA,"CE","GOOD",72,"GOOD","132/ET774WT","FALSE","WME4513341K730558","roma",12.44824,41.89959,0
"3775","Via Valle Corteno 17, 00141 Roma",NA,"CE","GOOD",24,"GOOD","471/EV308TP","FALSE","WME4513341K770672","roma",12.52803,41.93668,0
"3776","Via di Valle Aurelia 41, 00167 Roma",NA,"CE","UNACCEPTABLE",90,"UNACCEPTABLE","038/ET680WT","FALSE","WME4513341K743495","roma",12.43561,41.90937,0
"3777","Viale di Valle Aurelia 110, 00167 Roma",NA,"CE","GOOD",60,"GOOD","166/ET808WT","FALSE","WME4513341K740087","roma",12.43737,41.90481,0
"3778","Via Aurelia 134, 00165 Roma",NA,"CE","GOOD",78,"GOOD","319/EV505NT","FALSE","WME4513341K744861","roma",12.44821,41.89961,0
"3779","Via Nostra Signora di Lourdes 2, 00167 Roma",NA,"CE","GOOD",100,"GOOD","243/ET885WT","FALSE","WME4513341K742059","roma",12.42814,41.90372,0
"3780","Via dell'Accademia Ambrosiana 23, 00147 Roma",NA,"CE","UNACCEPTABLE",57,"GOOD","293/ET935WT","FALSE","WME4513341K711768","roma",12.49162,41.84626,0
"3781","Via Odoardo Beccari 4, 00154 Roma",NA,"CE","GOOD",48,"GOOD","572/EX592DK","FALSE","WME4513341K750754","roma",12.49019,41.87564,0
"3782","Via Ludovisi 13, 00187 Roma",NA,"CE","UNACCEPTABLE",39,"UNACCEPTABLE","031/ET673WT","FALSE","WME4513341K743169","roma",12.48885,41.90711,0
"3783","Via Antonio Dionisi 15, 00151 Roma",NA,"CE","GOOD",45,"GOOD","168/ET810WT","FALSE","WME4513341K740131","roma",12.44728,41.85991,0
"3784","Via Nomentana 236, 00162 Roma",NA,"CE","GOOD",45,"GOOD","522/EX466DK","FALSE","WME4513341K751339","roma",12.52316,41.92603,0
"3785","Via Bartolomeo Borghesi 15, 00162 Roma",NA,"CE","GOOD",100,"GOOD","409/EV627NT","FALSE","WME4513341K771760","roma",12.52432,41.91799,0
"3786","Via Cristoforo Colombo 300 - 370, 00145 Roma (raggio 300m)",NA,"CE","GOOD",63,"GOOD","532/EX588DK","FALSE","WME4513341K747888","roma",12.49318,41.85674,0
"3787","Via Montasio 91, 00141 Roma",NA,"CE","GOOD",100,"GOOD","177/ET819WT","FALSE","WME4513341K740316","roma",12.53872,41.93808,0
"3788","Via dei Giuochi Istmici 47, 00135 Roma",NA,"CE","GOOD",60,"GOOD","357/EV576NT","FALSE","WME4513341K772146","roma",12.46187,41.94574,0
"3789","Via Appia Nuova 250 - 264, 00183 Roma (raggio 100m)",NA,"CE","UNACCEPTABLE",75,"GOOD","579/EX667DK","FALSE","WME4513341K751666","roma",12.51664,41.87969,0
"3790","Via Livio Andronico 16, 00136 Roma",NA,"CE","GOOD",90,"GOOD","209/ET851WT","FALSE","WME4513341K741234","roma",12.44003,41.91041,0
"3791","Via Gabriele Galantara 7, 00157 Roma",NA,"CE","UNACCEPTABLE",78,"UNACCEPTABLE","339/EV530NT","FALSE","WME4513341K745654","roma",12.53871,41.91037,0
"3792","Viale Shakespeare 25, 00144 Roma",NA,"CE","GOOD",57,"GOOD","133/ET775WT","FALSE","WME4513341K730580","roma",12.47339,41.831,0
"3793","Viale Castro Pretorio 85, 00185 Roma",NA,"CE","GOOD",48,"GOOD","399/EV618NT","FALSE","WME4513341K773727","roma",12.50601,41.90543,0
"3794","Via Quinzio Atta 13, 00136 Roma",NA,"CE","GOOD",100,"GOOD","267/ET909WT","FALSE","WME4513341K710651","roma",12.44084,41.92217,0
"3795","Via Vincenzo Tiberio 52, 00191 Roma",NA,"CE","GOOD",27,"GOOD","261/ET903WT","FALSE","WME4513341K710483","roma",12.47546,41.93954,0
"3796","Viale dell'Aeronautica, 00144 Roma",NA,"CE","GOOD",57,"GOOD","565/EX433DK","FALSE","WME4513341K751113","roma",12.47615,41.82604,0
"3797","Via del Serafico 179, 00142 Roma",NA,"CE","GOOD",39,"GOOD","152/ET794WT","FALSE","WME4513341K739636","roma",12.4915,41.83268,0
"3798","Via Giuseppe di Bartolo, 00136 Roma",NA,"CE","GOOD",54,"GOOD","387/EV606NT","FALSE","WME4513341K771220","roma",12.44335,41.90361,0
"3799","Via Santi Cosma e Damiano 17, 00189 Roma",NA,"CE","GOOD",27,"GOOD","499/EV256TT","FALSE","WME4513341K784804","roma",12.44211,41.9665,0
"3800","Via Appennini 30, 00198 Roma",NA,"CE","GOOD",30,"GOOD","546/EX615DK","FALSE","WME4513341K745537","roma",12.50845,41.91775,0
"3801","Via Jacopo Sannazzaro 119, 00141 Roma (raggio 100m)",NA,"CE","GOOD",72,"GOOD","298/ET940WT","FALSE","WME4513341K709958","roma",12.54122,41.93832,0
"3802","Via del Poggio Laurentino 104, 00144 Roma",NA,"CE","UNACCEPTABLE",75,"UNACCEPTABLE","242/ET884WT","FALSE","WME4513341K741971","roma",12.47731,41.82871,0
"3803","Via Frascati 34 - 40, 00178 Roma (raggio 100m)",NA,"CE","GOOD",81,"GOOD","080/ET722WT","FALSE","WME4513341K739108","roma",12.54172,41.86554,0
"3804","Via Franco Lucchini 20, 00136 Roma",NA,"CE","GOOD",60,"GOOD","523/EX445DK","FALSE","WME4513341K751235","roma",12.43911,41.92042,0
"3805","Viale della Musica 38, 00144 Roma",NA,"CE","GOOD",100,"GOOD","303/ET945WT","FALSE","WME4513341K726997","roma",12.4799,41.83249,0
"3806","Via Archimede 81, 00197 Roma",NA,"CE","UNACCEPTABLE",30,"UNACCEPTABLE","563/EX438DK","FALSE","WME4513341K751183","roma",12.47913,41.9238,0
"3807","Via Francesco De SuppË 4 - 40, 00143 Roma (raggio 300m)",NA,"CE","GOOD",100,"GOOD","416/EV634NT","FALSE","WME4513341K771186","roma",12.482,41.8257,0
"3808","Via Gregorio VII 98, 00165 Roma",NA,"CE","GOOD",100,"GOOD","320/EV511NT","FALSE","WME4513341K744876","roma",12.44872,41.89582,0
"3809","Royal Parking Termini_Via Marsala 30/32",NA,"CE","UNACCEPTABLE",72,"GOOD","599/EX423DK","FALSE","WME4513341K750699","roma",12.50177,41.9029,0
"3810","Via Lorenzo Rocci 43, 00151 Roma",NA,"CE","GOOD",57,"GOOD","379/EV598NT","FALSE","WME4513341K772403","roma",12.43981,41.86426,0
"3811","Via delle Terme di Traiano 4, 00184 Roma (raggio 100m)",NA,"CE","GOOD",66,"GOOD","192/ET834WT","FALSE","WME4513341K740491","roma",12.49784,41.89328,0
"3812","Piazzale degli Archivi 15 - 32, 00144 Roma (raggio 100m)",NA,"CE","GOOD",75,"GOOD","155/ET797WT","FALSE","WME4513341K739705","roma",12.47583,41.82915,0
"3813","Via di Monteverde 31 - 38, 00152 Roma (raggio 100m)",NA,"CE","UNACCEPTABLE",69,"UNACCEPTABLE","419/EV637NT","FALSE","WME4513341K773685","roma",12.45083,41.87132,0
"3814","Piazza Ennio 3, 00136 Roma",NA,"CE","UNACCEPTABLE",72,"UNACCEPTABLE","461/EV678NT","FALSE","WME4513341K769093","roma",12.44629,41.92629,0
"3815","Largo Temistocle Solera 10, 00199 Roma",NA,"CE","UNACCEPTABLE",27,"UNACCEPTABLE","466/EV303TP","FALSE","WME4513341K770815","roma",12.51167,41.93944,0
"3816","Via Proba Petronia 37, 00136 Roma",NA,"CE","GOOD",54,"GOOD","065/ET707WT","FALSE","WME4513341K738702","roma",12.4365,41.91232,0
"3817","Via San Fabiano 9 - 22, 00165 Roma (raggio 300m)",NA,"CE","GOOD",42,"GOOD","463/EV300TP","FALSE","WME4513341K770990","roma",12.44436,41.89459,0
"3818","Via Alessio Baldovinetti 9, 00142 Roma",NA,"CE","GOOD",100,"GOOD","102/ET744WT","FALSE","WME4513341K729196","roma",12.49484,41.83293,0
"3819","Via Attilio Friggeri 27, 00136 Roma",NA,"CE","GOOD",100,"GOOD","262/ET904WT","FALSE","WME4513341K710627","roma",12.44086,41.92245,0
"3820","Via Amedeo Crivellucci 33, 00179 Roma",NA,"CE","GOOD",69,"GOOD","186/ET828WT","FALSE","WME4513341K740462","roma",12.52514,41.86871,0
"3821","Lungotevere Tor di Nona 7, 00186 Roma (raggio 300m)",NA,"CE","GOOD",48,"GOOD","574/EX700DK","FALSE","WME4513341K750724","roma",12.46885,41.90151,0
"3822","Via Ruggero Leoncavallo 5, 00199 Roma",NA,"CE","GOOD",72,"GOOD","089/ET731WT","FALSE","WME4513341K737927","roma",12.51268,41.93656,0
"3823","Largo Corinto 1 - 4, 00146 Roma (raggio 100m)",NA,"CE","GOOD",51,"GOOD","396/EV615NT","FALSE","WME4513341K773816","roma",12.475,41.85293,0
"3824","Via Sesto Rufo 14, 00136 Roma",NA,"CE","GOOD",42,"GOOD","440/EV658NT","FALSE","WME4513341K773261","roma",12.44237,41.91077,0
"3825","Via Giannozzo Manetti 23, 00167 Roma",NA,"CE","GOOD",60,"GOOD","148/ET790WT","FALSE","WME4513341K739540","roma",12.44082,41.9007,0
"3826","Vicolo di Villa Berta, 00181 Roma",NA,"CE","GOOD",66,"GOOD","159/ET801WT","FALSE","WME4513341K739890","roma",12.54055,41.87369,0
"3827","Via Eutropio 14, 00136 Roma",NA,"CE","GOOD",57,"GOOD","502/EX440DK","FALSE","WME4513341K751194","roma",12.43721,41.91236,0
"3828","Via Federico Torre 12, 00152 Roma",NA,"CE","UNACCEPTABLE",57,"UNACCEPTABLE","049/ET691WT","FALSE","WME4513341K737986","roma",12.4621,41.88103,0
"3829","Via del Serafico 151, 00142 Roma",NA,"CE","GOOD",100,"GOOD","593/EX444DK","FALSE","WME4513341K751227","roma",12.49151,41.83134,0
"3830","Via dell'Imbrecciato 123, 00149 Roma",NA,"CE","UNACCEPTABLE",63,"GOOD","296/ET938WT","FALSE","WME4513341K709952","roma",12.44575,41.84988,0
"3831","Via Massaciuccoli 21, 00199 Roma",NA,"CE","UNACCEPTABLE",100,"GOOD","443/EX192XV","FALSE","WME4513341K769045","roma",12.51483,41.92789,0
"3832","Via Bevagna 29, 00191 Roma",NA,"CE","GOOD",63,"GOOD","452/EV669NT","FALSE","WME4513341K769351","roma",12.47358,41.9437,0
"3833","Circonvallazione Della Stazione Tiburtina, 00162 Roma",NA,"CE","UNACCEPTABLE",100,"GOOD","309/EV491NT","FALSE","WME4513341K744142","roma",12.53054,41.91443,0
"3834","Via degli Artificieri 63, 00143 Roma",NA,"CE","GOOD",51,"GOOD","165/ET807WT","FALSE","WME4513341K740059","roma",12.4849,41.82004,0
"3835","Via Massimi 125, 00136 Roma",NA,"CE","GOOD",21,"GOOD","229/ET871WT","FALSE","WME4513341K741598","roma",12.43883,41.92772,0
"3836","Via dei Monti Parioli 31, 00197 Roma",NA,"CE","GOOD",96,"GOOD","090/ET732WT","FALSE","WME4513341K739159","roma",12.47584,41.92259,0
"3837","Via Val Maira 16, 00141 Roma",NA,"CE","GOOD",63,"GOOD","052/ET694WT","FALSE","WME4513341K738083","roma",12.52009,41.9444,0
"3838","Viale dei Gladiatori 31, 00135 Roma",NA,"CE","GOOD",100,"GOOD","479/EV316TP","FALSE","WME4513341K770098","roma",12.45511,41.93004,0
"3839","Via della Rimessola 21, 00135 Roma",NA,"CE","GOOD",45,"GOOD","358/EV577NT","FALSE","WME4513341K773185","roma",12.42766,41.94796,0
"3840","Via delle Cave 59, 00181 Roma",NA,"CE","GOOD",30,"GOOD","198/ET840WT","FALSE","WME4513341K740570","roma",12.5287,41.87168,0
"3841","Via Conte di Carmagnola 58, 00176 Roma",NA,"CE","GOOD",60,"GOOD","095/ET737WT","FALSE","WME4513341K739441","roma",12.53247,41.89021,0
"3842","Viale Castro Pretorio 125, 00185 Roma",NA,"CE","GOOD",87,"GOOD","086/ET728WT","FALSE","WME4513341K737891","roma",12.50543,41.90659,0
"3843","Via di Vigna Murata 53, 00143 Roma",NA,"CE","GOOD",100,"GOOD","406/EV625NT","FALSE","WME4513341K773700","roma",12.48346,41.82718,0
"3844","Viale Tito Livio 6, 00136 Roma",NA,"CE","GOOD",75,"GOOD","068/ET710WT","FALSE","WME4513341K738765","roma",12.44332,41.91503,0
"3845","Viale della Civilt‡ del Lavoro 15, 00144 Roma (raggio 300m)",NA,"CE","GOOD",84,"GOOD","512/EX660DK","FALSE","WME4513341K750589","roma",12.46702,41.83653,0
"3846","Passeggiata del Gianicolo 10, 00165 Roma",NA,"CE","GOOD",57,"GOOD","055/ET697WT","FALSE","WME4513341K738453","roma",12.46025,41.89255,0
"3847","Viale Parioli 64, 00197 Roma",NA,"CE","GOOD",30,"GOOD","442/EV660NT","FALSE","WME4513341K771352","roma",12.48836,41.92563,0
"3848","Via Archimede 191, 00197 Roma",NA,"CE","UNACCEPTABLE",69,"UNACCEPTABLE","167/ET809WT","FALSE","WME4513341K740110","roma",12.47618,41.92776,0
"3849","Via Raffaele Calzini 8, 00159 Roma",NA,"CE","GOOD",18,"GOOD","344/EV523NT","FALSE","WME4513341K745946","roma",12.55264,41.90757,0
"3850","Villa Borghese / Saba Park - Viale del Muro Torto",NA,"CE","GOOD",27,"GOOD","459/EV676NT","FALSE","WME4513341K769202","roma",12.48408,41.91005,0
"3851","Via Giuseppe Taverna 176, 00135 Roma",NA,"CE","GOOD",100,"GOOD","589/EX680DK","FALSE","WME4513341K751706","roma",12.4287,41.93996,0
"3852","Via Archimede 93, 00197 Roma",NA,"CE","GOOD",51,"GOOD","075/ET717WT","FALSE","WME4513341K739048","roma",12.47901,41.92522,0
"3853","Piazza Francesco Cucchi 4 - 11, 00152 Roma (raggio 100m)",NA,"CE","UNACCEPTABLE",51,"GOOD","397/EV616NT","FALSE","WME4513341K773054","roma",12.45874,41.88537,0
"3854","Viale dell'Aeronautica 71, 00144 Roma",NA,"CE","UNACCEPTABLE",51,"GOOD","464/EV301TP","FALSE","WME4513341K770222","roma",12.47657,41.82622,0
"3855","Via Clelia Garofolini 138, 00151 Roma",NA,"CE","GOOD",72,"GOOD","388/EV607NT","FALSE","WME4513341K774073","roma",12.44442,41.87553,0
"3856","Viale Pantelleria 13 - 45, 00141 Roma (raggio 100m)",NA,"CE","GOOD",100,"GOOD","249/ET891WT","FALSE","WME4513341K742028","roma",12.52936,41.94534,0
"3857","Via Oreste Regnoli 8, 00152 Roma",NA,"CE","UNACCEPTABLE",48,"UNACCEPTABLE","412/EV630NT","FALSE","WME4513341K772902","roma",12.4606,41.884,0
"3858","Via Luigi Arati 5, 00151 Roma",NA,"CE","GOOD",45,"GOOD","232/ET874WT","FALSE","WME4513341K741728","roma",12.44284,41.87242,0
"3859","Via Mecenate 9, 00184 Roma",NA,"CE","UNACCEPTABLE",100,"UNACCEPTABLE","362/EV581NT","FALSE","WME4513341K772335","roma",12.50068,41.89324,0
"3860","Via Giuseppe Mantellini 18, 00179 Roma",NA,"CE","GOOD",30,"GOOD","451/EV668NT","FALSE","WME4513341K770665","roma",12.51642,41.87391,0
"3861","Via Giuseppe Vasi 8, 00162 Roma",NA,"CE","GOOD",45,"GOOD","183/ET825WT","FALSE","WME4513341K740407","roma",12.52232,41.9245,0
"3862","Via Melfi 13 - 19, 00182 Roma (raggio 100m)",NA,"CE","GOOD",42,"GOOD","153/ET795WT","FALSE","WME4513341K739673","roma",12.52473,41.88561,0
"3863","Viale Cesare Pavese 441, 00144 Roma",NA,"CE","GOOD",48,"GOOD","470/EV307TP","FALSE","WME4513341K768943","roma",12.46806,41.81815,0
"3864","Via Franco Michelini Tocci 79, 00136 Roma",NA,"CE","GOOD",51,"GOOD","061/ET703WT","FALSE","WME4513341K738668","roma",12.44599,41.92016,0
"3865","Via fra Mauro 8, 00176 Roma",NA,"CE","GOOD",21,"GOOD","524/EX430DK","FALSE","WME4513341K751092","roma",12.53349,41.88647,0
"3866","Via Giuseppe Rosso 9, 00136 Roma",NA,"CE","GOOD",39,"GOOD","026/ET668WT","FALSE","WME4513341K742998","roma",12.43891,41.91963,0
"3867","Via NicolÚ Piccolomini 15, 00165 Roma",NA,"CE","UNACCEPTABLE",18,"UNACCEPTABLE","474/EV311TP","FALSE","WME4513341K768710","roma",12.44114,41.89011,0
"3868","Via Francesco Giangiacomo 44, 00147 Roma",NA,"CE","GOOD",51,"GOOD","017/ET659WT","FALSE","WME4513341K742506","roma",12.50099,41.85296,0
