"","address","charging","engineType","exterior","fuel","interior","name","smartPhoneRequired","vin","City","Longitude","Latitude","Altitude","Time....Sys.time.."
"1","E 11th St 1487, 78702 Austin",NA,"CE","GOOD",100,"GOOD","CSF 9069","FALSE","WMEEJ3BA7EK733766","austin",-97.72514,30.26766,0,2015-12-05 22:15:36
"2","E 1st St 2384, 78702 Austin",NA,"CE","GOOD",24,"GOOD","FBV 4383","FALSE","WMEEJ3BAXFK799407","austin",-97.71775,30.25513,0,2015-12-05 22:15:36
"3","The Enclave - 1005 W Stassney Lane - 2 Spaces",NA,"CE","GOOD",100,"GOOD","FBV 4428","FALSE","WMEEJ3BA3FK799491","austin",-97.78589,30.2098,0,2015-12-05 22:15:36
"4","Krebs Ln 149, 78704 Austin",NA,"CE","GOOD",36,"GOOD","CSG 1541","FALSE","WMEEJ3BA7EK734657","austin",-97.76305,30.22566,0,2015-12-05 22:15:36
"5","E 9th St 618, 78701 Austin",NA,"CE","GOOD",39,"GOOD","FBV 4391","FALSE","WMEEJ3BA0FK799271","austin",-97.73589,30.26927,0,2015-12-05 22:15:36
"6","W 6th St 1853, 78703 Austin",NA,"CE","GOOD",15,"GOOD","CK9 T374","FALSE","WMEEJ3BA0AK417460","austin",-97.76579,30.27634,0,2015-12-05 22:15:36
"7","Willow Hill Dr 2529, 78741 Austin",NA,"CE","GOOD",24,"GOOD","FHB 0201","FALSE","WMEEJ3BA9FK802121","austin",-97.72498,30.23316,0,2015-12-05 22:15:36
"8","LCRA - Trade Center Dr",NA,"CE","GOOD",30,"GOOD","FHB 2832","FALSE","WMEEJ3BA9FK801907","austin",-97.71414,30.20749,0,2015-12-05 22:15:36
"9","One Texas Center",NA,"CE","GOOD",45,"GOOD","FHB 2825","FALSE","WMEEJ3BA4FK802818","austin",-97.74942,30.25811,0,2015-12-05 22:15:36
"10","Alameda Dr 1410, 78704 Austin",NA,"CE","GOOD",57,"GOOD","CK9 T375","FALSE","WMEEJ3BA3AK416755","austin",-97.74254,30.2474,0,2015-12-05 22:15:36
"11","The Retreat at Barton Creek - South Entrance",NA,"CE","GOOD",24,"GOOD","FBV 4471","FALSE","WMEEJ3BA1FK802551","austin",-97.79195,30.23759,0,2015-12-05 22:15:36
"12","Treehouse - 2501 Wickersham Lane - 3 Spaces",NA,"CE","GOOD",54,"GOOD","FHB 1675","FALSE","WMEEJ3BA3FK803216","austin",-97.72465,30.22479,0,2015-12-05 22:15:36
"13","E 5th St 1768, 78702 Austin",NA,"CE","GOOD",36,"GOOD","CK9 T306","FALSE","WMEEJ3BA1AK417872","austin",-97.72461,30.26145,0,2015-12-05 22:15:36
"14","Treadwell St 1245, 78704 Austin",NA,"CE","GOOD",30,"GOOD","GGG 3720","FALSE","WMEEJ3BA4FK801474","austin",-97.76094,30.25579,0,2015-12-05 22:15:36
"15","S Lamar Blvd 1213, 78704 Austin",NA,"CE","GOOD",96,"GOOD","CSG 1513","FALSE","WMEEJ3BAXEK736693","austin",-97.7623,30.2543,0,2015-12-05 22:15:36
"16","Manor Cir 2535, 78723 Austin",NA,"CE","GOOD",54,"GOOD","DBW 2626","FALSE","WMEEJ3BA5EK748251","austin",-97.68801,30.29699,0,2015-12-05 22:15:36
"17","S Congress Ave 3801, 78704 Austin",NA,"CE","GOOD",30,"GOOD","CYL 4628","FALSE","WMEEJ3BA8EK748969","austin",-97.76217,30.22586,0,2015-12-05 22:15:36
"18","One Highland Center",NA,"CE","GOOD",100,"GOOD","FGZ 8617","FALSE","WMEEJ3BA0FK802525","austin",-97.71164,30.32867,0,2015-12-05 22:15:36
"19","E 30th St 806, 78705 Austin",NA,"CE","GOOD",36,"GOOD","FBV 4434","FALSE","WMEEJ3BAXFK799388","austin",-97.72937,30.29035,0,2015-12-05 22:15:36
"20","Woodrow Ave 5752, 78756 Austin",NA,"CE","GOOD",100,"GOOD","FGZ 8806","FALSE","WMEEJ3BA9FK801762","austin",-97.73252,30.32952,0,2015-12-05 22:15:36
"21","Esperanza Xing 3030, 78758 Austin",NA,"CE","GOOD",84,"GOOD","FJD 0199","FALSE","WMEEJ3BA3FK802874","austin",-97.72159,30.3991,0,2015-12-05 22:15:36
"22","Jones Rd 1957, 78745 Austin",NA,"CE","GOOD",100,"GOOD","CSG 1539","FALSE","WMEEJ3BA5EK734494","austin",-97.79366,30.22054,0,2015-12-05 22:15:36
"23","Willow St 1967, 78702 Austin",NA,"CE","GOOD",27,"GOOD","FHB 2856","FALSE","WMEEJ3BA0FK801410","austin",-97.72414,30.25591,0,2015-12-05 22:15:36
"24","Kirkwood Rd 1481, 78722 Austin",NA,"CE","GOOD",57,"GOOD","FGZ 8624","FALSE","WMEEJ3BA5FK802777","austin",-97.71465,30.29497,0,2015-12-05 22:15:36
"25","E 7th St 379, 78701 Austin",NA,"CE","GOOD",39,"GOOD","FJD 0195","FALSE","WMEEJ3BA6FK801721","austin",-97.73924,30.26802,0,2015-12-05 22:15:36
"26","LCRA - Trade Center Dr",NA,"CE","GOOD",90,"GOOD","CZS 9751","FALSE","WMEEJ3BA4EK748130","austin",-97.71414,30.20749,0,2015-12-05 22:15:36
"27","Creekline Dr 5092, 78745 Austin",NA,"CE","GOOD",30,"GOOD","CK9 T309","FALSE","WMEEJ3BA6AK416698","austin",-97.77638,30.21223,0,2015-12-05 22:15:36
"28","Cedar St 3752, 78705 Austin",NA,"CE","GOOD",96,"GOOD","FJD 0200","FALSE","WMEEJ3BA4FK802866","austin",-97.73488,30.30088,0,2015-12-05 22:15:36
"29","Dean Keaton and Whitis",NA,"CE","GOOD",78,"GOOD","FBV 4354","FALSE","WMEEJ3BA2FK799496","austin",-97.74003,30.28978,0,2015-12-05 22:15:36
"30","One Highland Center",NA,"CE","GOOD",63,"GOOD","FGZ 8802","FALSE","WMEEJ3BA5FK801502","austin",-97.71164,30.32867,0,2015-12-05 22:15:36
"31","Rabb Rd 1937, 78704 Austin",NA,"CE","GOOD",18,"GOOD","FHB 2826","FALSE","WMEEJ3BAXFK802547","austin",-97.77724,30.2544,0,2015-12-05 22:15:36
"32","Mill St 824, 78702 Austin",NA,"CE","GOOD",42,"GOOD","FHB 0204","FALSE","WMEEJ3BA1FK802193","austin",-97.71913,30.26303,0,2015-12-05 22:15:36
"33","Pease Rd 1464, 78703 Austin",NA,"CE","GOOD",84,"GOOD","FBV 4468","FALSE","WMEEJ3BA2FK802378","austin",-97.75917,30.28288,0,2015-12-05 22:15:36
"34","Campbell St 551, 78703 Austin",NA,"CE","GOOD",100,"GOOD","FHB 2865","FALSE","WMEEJ3BA3FK802468","austin",-97.76445,30.27532,0,2015-12-05 22:15:36
"35","Neches St 920, 78701 Austin",NA,"CE","GOOD",48,"GOOD","FHB 2899","FALSE","WMEEJ3BA0FK800676","austin",-97.73721,30.2698,0,2015-12-05 22:15:36
"36","Valley View Rd 3781, 78704 Austin",NA,"CE","GOOD",39,"GOOD","FHB 1337","FALSE","WMEEJ3BA6FK800391","austin",-97.7824,30.23526,0,2015-12-05 22:15:36
"37","E 5th St 249, 78701 Austin",NA,"CE","GOOD",100,"GOOD","FBV 4440","FALSE","WMEEJ3BAXFK799245","austin",-97.7413,30.2666,0,2015-12-05 22:15:36
"38","E 14th St 1934, 78702 Austin",NA,"CE","GOOD",96,"GOOD","CSF 8926","FALSE","WMEEJ3BA5EK733930","austin",-97.71997,30.27587,0,2015-12-05 22:15:36
"39","Stephen F Austin Dr, 78703 Austin",NA,"CE","GOOD",60,"GOOD","CZT 0999","FALSE","WMEEJ3BA4EK748886","austin",-97.77,30.27447,0,2015-12-05 22:15:36
"40","Grove Blvd 1219, 78741 Austin",NA,"CE","GOOD",87,"GOOD","DBW 2627","FALSE","WMEEJ3BA3EK748698","austin",-97.70478,30.23416,0,2015-12-05 22:15:36
"41","Hillside Villas Apartments 1",NA,"CE","GOOD",90,"GOOD","FBV 4358","FALSE","WMEEJ3BA2FK798395","austin",-97.72129,30.22831,0,2015-12-05 22:15:36
"42","Lakeshore Blvd S 1741, 78741 Austin",NA,"CE","GOOD",42,"GOOD","FGZ 8629","FALSE","WMEEJ3BA9FK802300","austin",-97.72922,30.24488,0,2015-12-05 22:15:36
"43","Southridge Dr 3764, 78704 Austin",NA,"CE","GOOD",36,"GOOD","FHB 0200","FALSE","WMEEJ3BA7FK801825","austin",-97.77738,30.23226,0,2015-12-05 22:15:36
"44","Willow St 2767, 78702 Austin",NA,"CE","UNACCEPTABLE",81,"GOOD","FGZ 8680","FALSE","WMEEJ3BA5FK802696","austin",-97.71358,30.25235,0,2015-12-05 22:15:36
"45","Onion St 640, 78702 Austin",NA,"CE","GOOD",57,"GOOD","FBV 4494","FALSE","WMEEJ3BA3FK802311","austin",-97.72729,30.26378,0,2015-12-05 22:15:36
"46","Mariposa Dr 1735, 78741 Austin",NA,"CE","UNACCEPTABLE",100,"GOOD","CK9 T285","FALSE","WMEEJ3BA6AK417916","austin",-97.73641,30.2359,0,2015-12-05 22:15:36
"47","Shoal Creek Blvd 1469, 78701 Austin",NA,"CE","GOOD",33,"GOOD","FJC 9952","FALSE","WMEEJ3BA8FK802739","austin",-97.74984,30.2805,0,2015-12-05 22:15:36
"48","Lavaca St 622, 78701 Austin",NA,"CE","GOOD",48,"GOOD","CSF 9074","FALSE","WMEEJ3BA8EK732979","austin",-97.74509,30.26892,0,2015-12-05 22:15:36
"49","Town Lake Cir 2411, 78741 Austin",NA,"CE","GOOD",96,"GOOD","FBV 4469","FALSE","WMEEJ3BA2FK802400","austin",-97.72279,30.23809,0,2015-12-05 22:15:36
"50","Woodbury Dr 3922, 78704 Austin",NA,"CE","GOOD",54,"GOOD","FBV 4425","FALSE","WMEEJ3BAXFK799584","austin",-97.76058,30.22351,0,2015-12-05 22:15:36
"51","The Connection",NA,"CE","GOOD",69,"GOOD","CSF 9065","FALSE","WMEEJ3BA0EK734533","austin",-97.72642,30.22726,0,2015-12-05 22:15:36
"52","W 6th St 1887, 78703 Austin",NA,"CE","GOOD",72,"GOOD","CSF 9067","FALSE","WMEEJ3BA5EK734835","austin",-97.76629,30.27636,0,2015-12-05 22:15:36
"53","Nueces St 2348, 78705 Austin",NA,"CE","GOOD",75,"GOOD","CZT 0915","FALSE","WMEEJ3BA5EK748606","austin",-97.74375,30.28725,0,2015-12-05 22:15:36
"54","Timbercreek Apartments",NA,"CE","GOOD",27,"GOOD","FBV 4474","FALSE","WMEEJ3BA1FK802940","austin",-97.75159,30.25617,0,2015-12-05 22:15:36
"55","One Highland Center",NA,"CE","UNACCEPTABLE",100,"GOOD","CSF 8920","FALSE","WMEEJ3BA8EK733792","austin",-97.71164,30.32867,0,2015-12-05 22:15:36
"56","Crestview Station",NA,"CE","GOOD",93,"GOOD","CZT 0993","FALSE","WMEEJ3BA6EK748081","austin",-97.71947,30.33886,0,2015-12-05 22:15:36
"57","Willow Hill Dr 2523, 78741 Austin",NA,"CE","GOOD",100,"GOOD","FHB 2844","FALSE","WMEEJ3BA0FK801990","austin",-97.72506,30.23319,0,2015-12-05 22:15:36
"58","Nueces St 1561, 78701 Austin",NA,"CE","GOOD",87,"GOOD","FGZ 8681","FALSE","WMEEJ3BA2FK802719","austin",-97.74484,30.27911,0,2015-12-05 22:15:36
"59","Oltorf St W 1291, 78704 Austin",NA,"CE","GOOD",39,"GOOD","CZS 9747","FALSE","WMEEJ3BA1EK748201","austin",-97.76931,30.24551,0,2015-12-05 22:15:36
"60","Upson St 610, 78703 Austin",NA,"CE","GOOD",54,"GOOD","FHB 1680","FALSE","WMEEJ3BA6FK802237","austin",-97.77066,30.27878,0,2015-12-05 22:15:36
"61","Sunny Ln 500, 78704 Austin",NA,"CE","GOOD",54,"GOOD","FGZ 8685","FALSE","WMEEJ3BA1FK803165","austin",-97.74347,30.25255,0,2015-12-05 22:15:36
"62","E 9th St 2111, 78702 Austin",NA,"CE","GOOD",100,"GOOD","CYL 4640","FALSE","WMEEJ3BA8EK748731","austin",-97.71874,30.26361,0,2015-12-05 22:15:36
"63","Trailside Dr 2222, 78704 Austin",NA,"CE","GOOD",78,"GOOD","CSF 9196","FALSE","WMEEJ3BAXEK733812","austin",-97.77246,30.25952,0,2015-12-05 22:15:36
"64","E 51st St 1755, 78723 Austin",NA,"CE","GOOD",51,"GOOD","FGZ 8626","FALSE","WMEEJ3BA6FK802495","austin",-97.69994,30.30188,0,2015-12-05 22:15:36
"65","Spyglass Dr 1783, 78746 Austin",NA,"CE","GOOD",72,"GOOD","CSF 9200","FALSE","WMEEJ3BA4EK734941","austin",-97.79079,30.2585,0,2015-12-05 22:15:36
"66","San Antonio St 772, 78701 Austin",NA,"CE","GOOD",63,"GOOD","FHB 2867","FALSE","WMEEJ3BA3FK802535","austin",-97.74681,30.27101,0,2015-12-05 22:15:36
"67","The Parking Spot",NA,"CE","GOOD",100,"GOOD","FBV 4432","FALSE","WMEEJ3BA2FK799417","austin",-97.67598,30.22049,0,2015-12-05 22:15:36
"68","The Parking Spot",NA,"CE","GOOD",100,"GOOD","CSG 2237","FALSE","WMEEJ3BA0EK736105","austin",-97.67598,30.22049,0,2015-12-05 22:15:36
"69","The Parking Spot",NA,"CE","GOOD",100,"GOOD","CK9 T304","FALSE","WMEEJ3BA8AK417836","austin",-97.67598,30.22049,0,2015-12-05 22:15:36
"70","Newning Ave 1329, 78704 Austin",NA,"CE","GOOD",81,"GOOD","CSF 8924","FALSE","WMEEJ3BA1EK733228","austin",-97.74378,30.25003,0,2015-12-05 22:15:36
"71","E 13th St 339, 78701 Austin",NA,"CE","GOOD",78,"GOOD","FGZ 8616","FALSE","WMEEJ3BA3FK802406","austin",-97.73738,30.27426,0,2015-12-05 22:15:36
"72","Hardrock Canyon Apartments",NA,"CE","GOOD",100,"GOOD","FGZ 9138","FALSE","WMEEJ3BA5FK803136","austin",-97.75122,30.39674,0,2015-12-05 22:15:36
"73","Ragsdale St 1431, 78723 Austin",NA,"CE","GOOD",54,"GOOD","CSG 1544","FALSE","WMEEJ3BA6EK734861","austin",-97.70808,30.2997,0,2015-12-05 22:15:36
"74","W 10th St 1819, 78703 Austin",NA,"CE","GOOD",63,"GOOD","FJD 0196","FALSE","WMEEJ3BA9FK800532","austin",-97.76493,30.28145,0,2015-12-05 22:15:36
"75","The Parking Spot",NA,"CE","GOOD",100,"GOOD","FBV 4476","FALSE","WMEEJ3BA3FK802826","austin",-97.67598,30.22049,0,2015-12-05 22:15:36
"76","Willow Creek Dr 1962, 78741 Austin",NA,"CE","GOOD",93,"GOOD","FHB 2869","FALSE","WMEEJ3BAXFK802600","austin",-97.72878,30.23334,0,2015-12-05 22:15:36
"77","W 3rd St 847, 78701 Austin",NA,"CE","GOOD",36,"GOOD","FHB 2828","FALSE","WMEEJ3BA6FK802772","austin",-97.75263,30.26801,0,2015-12-05 22:15:36
"78","The Parking Spot",NA,"CE","GOOD",36,"GOOD","CSF 9060","FALSE","WMEEJ3BA8EK732917","austin",-97.67598,30.22049,0,2015-12-05 22:15:36
"79","Robinson Ave 3186, 78722 Austin",NA,"CE","GOOD",69,"GOOD","FJC 9787","FALSE","WMEEJ3BA7FK802439","austin",-97.7218,30.28898,0,2015-12-05 22:15:36
"80","River St 731, 78701 Austin",NA,"CE","GOOD",90,"GOOD","FJC 9785","FALSE","WMEEJ3BA3FK802518","austin",-97.73884,30.25756,0,2015-12-05 22:15:36
"81","Willowrun Dr 3416, 78704 Austin",NA,"CE","GOOD",51,"GOOD","CZS 9750","FALSE","WMEEJ3BA7EK748543","austin",-97.75537,30.226,0,2015-12-05 22:15:36
"82","Angelina St 1156, 78702 Austin",NA,"CE","GOOD",93,"GOOD","CZT 0933","FALSE","WMEEJ3BAXEK748410","austin",-97.72443,30.26931,0,2015-12-05 22:15:36
"83","Parker Ln 2886, 78741 Austin",NA,"CE","GOOD",27,"GOOD","FBV 4426","FALSE","WMEEJ3BAXFK799536","austin",-97.74119,30.22637,0,2015-12-05 22:15:36
"84","The Parking Spot",NA,"CE","GOOD",100,"GOOD","FBV 4390","FALSE","WMEEJ3BA1FK799294","austin",-97.67598,30.22049,0,2015-12-05 22:15:36
"85","Sylvan Dr 1775, 78741 Austin",NA,"CE","GOOD",100,"GOOD","FBV 4384","FALSE","WMEEJ3BA8FK799440","austin",-97.73319,30.23881,0,2015-12-05 22:15:36
"86","Willow Springs Rd 3541, 78704 Austin",NA,"CE","GOOD",45,"GOOD","FBV 4394","FALSE","WMEEJ3BAXFK799231","austin",-97.75673,30.22607,0,2015-12-05 22:15:36
"87","3rd St S 563, 78704 Austin",NA,"CE","GOOD",45,"GOOD","DSH 6620","FALSE","WMEEJ3BA8EK748745","austin",-97.75264,30.25763,0,2015-12-05 22:15:36
"88","Esperanza Xing 3283, 78758 Austin",NA,"CE","GOOD",100,"GOOD","FHB 1678","FALSE","WMEEJ3BA9FK802457","austin",-97.72482,30.40004,0,2015-12-05 22:15:36
"89","Brazos St 569, 78701 Austin",NA,"CE","GOOD",15,"GOOD","FBV 4395","FALSE","WMEEJ3BA9FK799219","austin",-97.74149,30.26744,0,2015-12-05 22:15:36
"90","Crestview Station",NA,"CE","GOOD",42,"GOOD","CZT 0923","FALSE","WMEEJ3BA1EK748313","austin",-97.71947,30.33886,0,2015-12-05 22:15:36
"91","Stassney Woods - 1800 E Stassney Lane - 2 Spaces",NA,"CE","GOOD",45,"GOOD","CSG 1521","FALSE","WMEEJ3BA3EK735465","austin",-97.76107,30.19734,0,2015-12-05 22:15:36
"92","Stark St 817, 78756 Austin",NA,"CE","GOOD",100,"GOOD","FHB 1677","FALSE","WMEEJ3BA0FK802461","austin",-97.72695,30.32568,0,2015-12-05 22:15:36
"93","Nueces St 2733, 78705 Austin",NA,"CE","GOOD",36,"GOOD","CK9 T283","FALSE","WMEEJ3BA3AK417209","austin",-97.74265,30.29242,0,2015-12-05 22:15:36
"94","Pease Rd 1638, 78703 Austin",NA,"CE","GOOD",100,"GOOD","FGZ 8805","FALSE","WMEEJ3BA7FK800304","austin",-97.75861,30.28451,0,2015-12-05 22:15:36
"95","Capital Metro Downtown Station",NA,"CE","GOOD",48,"GOOD","FHB 1335","FALSE","WMEEJ3BAXFK800510","austin",-97.73939,30.26512,0,2015-12-05 22:15:36
"96","E 6th St and Brazos St",NA,"CE","GOOD",54,"GOOD","FJC 9783","FALSE","WMEEJ3BA3FK802678","austin",-97.74129,30.26805,0,2015-12-05 22:15:36
"97","Shore District Dr 1436, 78741 Austin",NA,"CE","GOOD",66,"GOOD","FJC 9789","FALSE","WMEEJ3BAXFK802211","austin",-97.72824,30.24355,0,2015-12-05 22:15:36
"98","Post Oak St 1199, 78704 Austin",NA,"CE","GOOD",100,"GOOD","FGZ 8682","FALSE","WMEEJ3BA2FK802896","austin",-97.75737,30.25912,0,2015-12-05 22:15:36
"99","Adam L Chapa Sr St 142, 78702 Austin",NA,"CE","GOOD",66,"GOOD","CSF 8927","FALSE","WMEEJ3BA1EK734332","austin",-97.72349,30.2572,0,2015-12-05 22:15:36
"100","Riverside Farms Rd 2376, 78741 Austin",NA,"CE","GOOD",100,"GOOD","FHB 0203","FALSE","WMEEJ3BA6FK802268","austin",-97.71792,30.22488,0,2015-12-05 22:15:36
"101","Crestview Station",NA,"CE","GOOD",96,"GOOD","CSG 1520","FALSE","WMEEJ3BA2EK735456","austin",-97.71947,30.33886,0,2015-12-05 22:15:36
"102","Maple Ave 2148, 78722 Austin",NA,"CE","GOOD",60,"GOOD","CZS 9748","FALSE","WMEEJ3BA4EK748175","austin",-97.71677,30.28316,0,2015-12-05 22:15:36
"103","Comal St 518, 78702 Austin",NA,"CE","GOOD",100,"GOOD","FHB 1679","FALSE","WMEEJ3BA9FK802278","austin",-97.72684,30.26233,0,2015-12-05 22:15:36
"104","Red River St 621, 78701 Austin",NA,"CE","GOOD",60,"GOOD","CZT 0920","FALSE","WMEEJ3BA2EK748904","austin",-97.73691,30.26706,0,2015-12-05 22:15:36
"105","E 6th St 647, 78701 Austin",NA,"CE","UNACCEPTABLE",100,"UNACCEPTABLE","CZS 9753","FALSE","WMEEJ3BAXEK748066","austin",-97.73669,30.26636,0,2015-12-05 22:15:36
"106","W 7th St 147, 78701 Austin",NA,"CE","GOOD",45,"GOOD","FBV 4386","FALSE","WMEEJ3BA9FK799544","austin",-97.74315,30.269,0,2015-12-05 22:15:36
"107","San Antonio St 2472, 78705 Austin",NA,"CE","GOOD",90,"GOOD","FGZ 8688","FALSE","WMEEJ3BA6FK802707","austin",-97.74231,30.2889,0,2015-12-05 22:15:36
"108","Prather Ln 2379, 78704 Austin",NA,"CE","GOOD",81,"GOOD","CSF 8932","FALSE","WMEEJ3BA5EK734785","austin",-97.78987,30.23552,0,2015-12-05 22:15:36
"109","Elmont Dr 2220, 78741 Austin",NA,"CE","GOOD",69,"GOOD","FGZ 8623","FALSE","WMEEJ3BA4FK802835","austin",-97.72367,30.24224,0,2015-12-05 22:15:36
"110","Windsor Rd 1706, 78703 Austin",NA,"CE","GOOD",27,"GOOD","FHB 1327","FALSE","WMEEJ3BAXFK801754","austin",-97.75542,30.28332,0,2015-12-05 22:15:36
"111","E 22nd St 2036, 78722 Austin",NA,"CE","GOOD",15,"GOOD","FJC 9598","FALSE","WMEEJ3BA6FK801797","austin",-97.72055,30.28307,0,2015-12-05 22:15:36
"112","San Antonio St 664, 78701 Austin",NA,"CE","GOOD",45,"GOOD","FHB 2847","FALSE","WMEEJ3BA4FK802009","austin",-97.74718,30.26997,0,2015-12-05 22:15:36
"113","Colorado St 571, 78701 Austin",NA,"CE","GOOD",100,"GOOD","CSF 9068","FALSE","WMEEJ3BA0EK733706","austin",-97.74417,30.26819,0,2015-12-05 22:15:36
"114","W 34th St 703, 78705 Austin",NA,"CE","GOOD",90,"GOOD","CZT 1032","FALSE","WMEEJ3BA3EK748295","austin",-97.74152,30.30116,0,2015-12-05 22:15:36
"115","East Ave 52, 78701 Austin",NA,"CE","GOOD",96,"GOOD","FBV 6124","FALSE","WMEEJ3BA2FK799028","austin",-97.73844,30.25681,0,2015-12-05 22:15:36
"116","San Jacinto Blvd 1814, 78701 Austin",NA,"CE","GOOD",57,"GOOD","FBV 4381","FALSE","WMEEJ3BA6FK799310","austin",-97.7358,30.27972,0,2015-12-05 22:15:36
"117","LCRA - Trade Center Dr",NA,"CE","GOOD",100,"GOOD","FHB 0202","FALSE","WMEEJ3BA6FK802271","austin",-97.71414,30.20749,0,2015-12-05 22:15:36
"118","Manor Rd 4602, 78723 Austin",NA,"CE","GOOD",39,"GOOD","FHB 2831","FALSE","WMEEJ3BA9FK801051","austin",-97.68945,30.29267,0,2015-12-05 22:15:36
"119","Westchester Ave 3514, 78759 Austin",NA,"CE","GOOD",100,"GOOD","FBV 4355","FALSE","WMEEJ3BA5FK798990","austin",-97.74409,30.36488,0,2015-12-05 22:15:36
"120","W 9th St 141, 78701 Austin",NA,"CE","GOOD",36,"GOOD","FBV 4365","FALSE","WMEEJ3BA2FK799675","austin",-97.74234,30.27096,0,2015-12-05 22:15:36
"121","E 7th St 703, 78701 Austin",NA,"CE","GOOD",48,"GOOD","FJC 9788","FALSE","WMEEJ3BA6FK802318","austin",-97.73567,30.26703,0,2015-12-05 22:15:36
"122","Chalmers Ave 638, 78702 Austin",NA,"CE","GOOD",24,"GOOD","FJD 0198","FALSE","WMEEJ3BA8FK802899","austin",-97.72438,30.26274,0,2015-12-05 22:15:36
"123","E 51st St 1757, 78723 Austin",NA,"CE","GOOD",75,"GOOD","FBV 4379","FALSE","WMEEJ3BA7FK799235","austin",-97.70066,30.30126,0,2015-12-05 22:15:36
"124","W 5th St 143, 78701 Austin",NA,"CE","GOOD",100,"GOOD","CSF 9063","FALSE","WMEEJ3BA4EK733319","austin",-97.7437,30.26734,0,2015-12-05 22:15:36
"125","W 31 1/2 St 667, 78705 Austin",NA,"CE","GOOD",100,"GOOD","FHB 2866","FALSE","WMEEJ3BAXFK802502","austin",-97.7421,30.29878,0,2015-12-05 22:15:36
"126","Castle Hill St 1246, 78703 Austin",NA,"CE","GOOD",18,"GOOD","FFD 7834","FALSE","WMEEJ3BA7FK803221","austin",-97.75297,30.27841,0,2015-12-05 22:15:36
"127","S Mo-Pac Expy, 78746 Austin",NA,"CE","GOOD",63,"GOOD","FJC 9925","FALSE","WMEEJ3BAXFK800989","austin",-97.77258,30.2721,0,2015-12-05 22:15:36
"128","Hardrock Canyon Apartments",NA,"CE","GOOD",93,"GOOD","CK9 T277","FALSE","WMEEJ3BA3AK416772","austin",-97.75122,30.39674,0,2015-12-05 22:15:36
"129","W 3rd St 843, 78701 Austin",NA,"CE","GOOD",96,"GOOD","CZT 0998","FALSE","WMEEJ3BA3EK748071","austin",-97.75251,30.26798,0,2015-12-05 22:15:36
"130","Cromwell Cir 2214, 78741 Austin",NA,"CE","GOOD",24,"GOOD","FJD 0197","FALSE","WMEEJ3BA2FK803045","austin",-97.7207,30.23039,0,2015-12-05 22:15:36
"131","W 25th St 1296, 78705 Austin",NA,"CE","GOOD",63,"GOOD","FHB 1550","FALSE","WMEEJ3BA0FK801746","austin",-97.7514,30.28976,0,2015-12-05 22:15:36
"132","W 5th St 1790, 78703 Austin",NA,"CE","UNACCEPTABLE",100,"UNACCEPTABLE","CSG 1100","FALSE","WMEEJ3BA1EK733682","austin",-97.76631,30.27618,0,2015-12-05 22:15:36
"133","Brazos St 630, 78701 Austin",NA,"CE","GOOD",78,"GOOD","CSF 8922","FALSE","WMEEJ3BA7EK734500","austin",-97.7414,30.26802,0,2015-12-05 22:15:36
"134","Caney St 232, 78702 Austin",NA,"CE","GOOD",100,"GOOD","CZT 0934","FALSE","WMEEJ3BA9EK749595","austin",-97.72119,30.25731,0,2015-12-05 22:15:36
"135","University Village",NA,"CE","GOOD",39,"GOOD","CK9 T295","FALSE","WMEEJ3BA6AK416751","austin",-97.7118,30.23596,0,2015-12-05 22:15:36
"136","Penick Dr 5767, 78741 Austin",NA,"CE","GOOD",30,"GOOD","FJC 9791","FALSE","WMEEJ3BA0FK802055","austin",-97.70882,30.22871,0,2015-12-05 22:15:36
"137","The Parking Spot",NA,"CE","GOOD",45,"GOOD","FHB 2835","FALSE","WMEEJ3BA7FK802103","austin",-97.67598,30.22049,0,2015-12-05 22:15:36
"138","S Pleasant Valley Rd 2307, 78741 Austin",NA,"CE","GOOD",36,"GOOD","FBV 4477","FALSE","WMEEJ3BA3FK803068","austin",-97.72569,30.22985,0,2015-12-05 22:15:36
"139","Harmon Ave 4680, 78751 Austin",NA,"CE","GOOD",66,"GOOD","FBV 4488","FALSE","WMEEJ3BAXFK802998","austin",-97.71457,30.30626,0,2015-12-05 22:15:36
"140","Travis Heights Blvd 2114, 78704 Austin",NA,"CE","GOOD",100,"GOOD","FHB 2857","FALSE","WMEEJ3BA5FK801418","austin",-97.74488,30.23878,0,2015-12-05 22:15:36
"141","W 9th St 2359, 78703 Austin",NA,"CE","GOOD",30,"GOOD","FBV 4363","FALSE","WMEEJ3BA4FK799595","austin",-97.7714,30.28294,0,2015-12-05 22:15:36
"142","Chalmers Ave 612, 78702 Austin",NA,"CE","GOOD",100,"GOOD","FFD 7794","FALSE","WMEEJ3BA9FK801650","austin",-97.72442,30.26251,0,2015-12-05 22:15:36
"143","The Parking Spot",NA,"CE","GOOD",39,"GOOD","FTD 8882","FALSE","WMEEJ3BA2FK802980","austin",-97.67598,30.22049,0,2015-12-05 22:15:36
"144","El Paso St 550, 78704 Austin",NA,"CE","UNACCEPTABLE",30,"UNACCEPTABLE","FGZ 8815","FALSE","WMEEJ3BAXFK801544","austin",-97.76253,30.23654,0,2015-12-05 22:15:36
"145","Veterans Dr 2259, 78703 Austin",NA,"CE","GOOD",57,"GOOD","FJC 9934","FALSE","WMEEJ3BA2FK801568","austin",-97.7722,30.27694,0,2015-12-05 22:15:36
