"","address","charging","engineType","exterior","fuel","interior","name","smartPhoneRequired","vin","City","Longitude","Latitude","Altitude","Time....Sys.time.."
"407","Chalmers Ave 638, 78702 Austin",NA,"CE","GOOD",24,"GOOD","FJD 0198","FALSE","WMEEJ3BA8FK802899","austin",-97.72438,30.26274,0,2015-12-05 22:20:37
"408","E 51st St 1757, 78723 Austin",NA,"CE","GOOD",75,"GOOD","FBV 4379","FALSE","WMEEJ3BA7FK799235","austin",-97.70066,30.30126,0,2015-12-05 22:20:37
"409","W 5th St 143, 78701 Austin",NA,"CE","GOOD",100,"GOOD","CSF 9063","FALSE","WMEEJ3BA4EK733319","austin",-97.7437,30.26734,0,2015-12-05 22:20:37
"410","W 31 1/2 St 667, 78705 Austin",NA,"CE","GOOD",100,"GOOD","FHB 2866","FALSE","WMEEJ3BAXFK802502","austin",-97.7421,30.29878,0,2015-12-05 22:20:37
"411","Castle Hill St 1246, 78703 Austin",NA,"CE","GOOD",18,"GOOD","FFD 7834","FALSE","WMEEJ3BA7FK803221","austin",-97.75297,30.27841,0,2015-12-05 22:20:37
"412","S Mo-Pac Expy, 78746 Austin",NA,"CE","GOOD",63,"GOOD","FJC 9925","FALSE","WMEEJ3BAXFK800989","austin",-97.77258,30.2721,0,2015-12-05 22:20:37
"413","Hardrock Canyon Apartments",NA,"CE","GOOD",93,"GOOD","CK9 T277","FALSE","WMEEJ3BA3AK416772","austin",-97.75122,30.39674,0,2015-12-05 22:20:37
"414","W 3rd St 843, 78701 Austin",NA,"CE","GOOD",96,"GOOD","CZT 0998","FALSE","WMEEJ3BA3EK748071","austin",-97.75251,30.26798,0,2015-12-05 22:20:37
"415","Cromwell Cir 2214, 78741 Austin",NA,"CE","GOOD",24,"GOOD","FJD 0197","FALSE","WMEEJ3BA2FK803045","austin",-97.7207,30.23039,0,2015-12-05 22:20:37
"416","W 25th St 1296, 78705 Austin",NA,"CE","GOOD",63,"GOOD","FHB 1550","FALSE","WMEEJ3BA0FK801746","austin",-97.7514,30.28976,0,2015-12-05 22:20:37
"417","W 5th St 1790, 78703 Austin",NA,"CE","UNACCEPTABLE",100,"UNACCEPTABLE","CSG 1100","FALSE","WMEEJ3BA1EK733682","austin",-97.76631,30.27618,0,2015-12-05 22:20:37
"418","Brazos St 630, 78701 Austin",NA,"CE","GOOD",78,"GOOD","CSF 8922","FALSE","WMEEJ3BA7EK734500","austin",-97.7414,30.26802,0,2015-12-05 22:20:37
"419","Caney St 232, 78702 Austin",NA,"CE","GOOD",100,"GOOD","CZT 0934","FALSE","WMEEJ3BA9EK749595","austin",-97.72119,30.25731,0,2015-12-05 22:20:37
"420","University Village",NA,"CE","GOOD",39,"GOOD","CK9 T295","FALSE","WMEEJ3BA6AK416751","austin",-97.7118,30.23596,0,2015-12-05 22:20:37
"421","Penick Dr 5767, 78741 Austin",NA,"CE","GOOD",30,"GOOD","FJC 9791","FALSE","WMEEJ3BA0FK802055","austin",-97.70882,30.22871,0,2015-12-05 22:20:37
"422","The Parking Spot",NA,"CE","GOOD",45,"GOOD","FHB 2835","FALSE","WMEEJ3BA7FK802103","austin",-97.67598,30.22049,0,2015-12-05 22:20:37
"423","S Pleasant Valley Rd 2307, 78741 Austin",NA,"CE","GOOD",36,"GOOD","FBV 4477","FALSE","WMEEJ3BA3FK803068","austin",-97.72569,30.22985,0,2015-12-05 22:20:37
"424","Harmon Ave 4680, 78751 Austin",NA,"CE","GOOD",66,"GOOD","FBV 4488","FALSE","WMEEJ3BAXFK802998","austin",-97.71457,30.30626,0,2015-12-05 22:20:37
"425","Travis Heights Blvd 2114, 78704 Austin",NA,"CE","GOOD",100,"GOOD","FHB 2857","FALSE","WMEEJ3BA5FK801418","austin",-97.74488,30.23878,0,2015-12-05 22:20:37
"426","W 9th St 2359, 78703 Austin",NA,"CE","GOOD",30,"GOOD","FBV 4363","FALSE","WMEEJ3BA4FK799595","austin",-97.7714,30.28294,0,2015-12-05 22:20:37
"427","Chalmers Ave 612, 78702 Austin",NA,"CE","GOOD",100,"GOOD","FFD 7794","FALSE","WMEEJ3BA9FK801650","austin",-97.72442,30.26251,0,2015-12-05 22:20:37
"428","The Parking Spot",NA,"CE","GOOD",39,"GOOD","FTD 8882","FALSE","WMEEJ3BA2FK802980","austin",-97.67598,30.22049,0,2015-12-05 22:20:37
"429","El Paso St 550, 78704 Austin",NA,"CE","UNACCEPTABLE",30,"UNACCEPTABLE","FGZ 8815","FALSE","WMEEJ3BAXFK801544","austin",-97.76253,30.23654,0,2015-12-05 22:20:37
"430","Veterans Dr 2259, 78703 Austin",NA,"CE","GOOD",57,"GOOD","FJC 9934","FALSE","WMEEJ3BA2FK801568","austin",-97.7722,30.27694,0,2015-12-05 22:20:37
"431","St Elmo Rd W 288, 78745 Austin",NA,"CE","GOOD",66,"GOOD","CSF 9195","FALSE","WMEEJ3BA4EK734809","austin",-97.76948,30.21949,0,2015-12-05 22:20:37
"432","Navasota St 528, 78702 Austin",NA,"CE","GOOD",69,"GOOD","FHB 1336","FALSE","WMEEJ3BA0FK800404","austin",-97.72873,30.26312,0,2015-12-05 22:20:37
"433","Highland Business Center",NA,"CE","UNACCEPTABLE",72,"GOOD","FBV 4493","FALSE","WMEEJ3BA7FK802330","austin",-97.71203,30.32424,0,2015-12-05 22:20:37
"434","W 7th St 1147, 78703 Austin",NA,"CE","GOOD",39,"GOOD","FBV 4357","FALSE","WMEEJ3BA8FK798160","austin",-97.7558,30.27368,0,2015-12-05 22:20:37
"435","Fairlawn Ln 1830, 78704 Austin",NA,"CE","GOOD",100,"GOOD","FBV 4385","FALSE","WMEEJ3BA6FK799470","austin",-97.73963,30.24086,0,2015-12-05 22:20:37
"436","One Texas Center",NA,"CE","GOOD",21,"GOOD","FBV 4389","FALSE","WMEEJ3BA0FK799335","austin",-97.74942,30.25811,0,2015-12-05 22:20:37
"437","Pinckney St 4055, 78723 Austin",NA,"CE","GOOD",100,"GOOD","FBV 4435","FALSE","WMEEJ3BA5FK799380","austin",-97.7031,30.29253,0,2015-12-05 22:20:37
"438","Comal St 1106, 78702 Austin",NA,"CE","GOOD",30,"GOOD","FBV 4367","FALSE","WMEEJ3BA4FK799757","austin",-97.72447,30.27032,0,2015-12-05 22:20:37
"439","Red River St 631, 78701 Austin",NA,"CE","GOOD",93,"GOOD","FBV 4387","FALSE","WMEEJ3BA9FK799480","austin",-97.73691,30.2671,0,2015-12-05 22:20:37
"440","Mueller Blvd 4638, 78723 Austin",NA,"CE","GOOD",100,"GOOD","CSF 9197","FALSE","WMEEJ3BA8EK734506","austin",-97.70697,30.29949,0,2015-12-05 22:20:37
"441","E 8th St 1603, 78702 Austin",NA,"CE","GOOD",84,"GOOD","FHB 2846","FALSE","WMEEJ3BA0FK801939","austin",-97.72549,30.26473,0,2015-12-05 22:20:37
"442","Woodbury Dr 3788, 78704 Austin",NA,"CE","GOOD",100,"GOOD","FGZ 8628","FALSE","WMEEJ3BA8FK802370","austin",-97.75994,30.22489,0,2015-12-05 22:20:37
"443","E 5th St 843, 78702 Austin",NA,"CE","GOOD",90,"GOOD","FBV 4433","FALSE","WMEEJ3BAXFK799391","austin",-97.73422,30.26467,0,2015-12-05 22:20:37
"444","San Pedro St 2806, 78705 Austin",NA,"CE","GOOD",30,"GOOD","FBV 4388","FALSE","WMEEJ3BA2FK799420","austin",-97.74582,30.29362,0,2015-12-05 22:20:37
"445","E 6th St 1039, 78702 Austin",NA,"CE","UNACCEPTABLE",72,"UNACCEPTABLE","FJC 9790","FALSE","WMEEJ3BA5FK802066","austin",-97.73213,30.26491,0,2015-12-05 22:20:37
"446","Kramer Station - Brockton Dr",NA,"CE","GOOD",100,"GOOD","GGG 3721","FALSE","WMEEJ3BAXFK801334","austin",-97.71756,30.39338,0,2015-12-05 22:20:37
"447","Dean Keaton and Whitis",NA,"CE","GOOD",15,"GOOD","FHB 1333","FALSE","WMEEJ3BA6FK800603","austin",-97.74003,30.28978,0,2015-12-05 22:20:37
"448","Rosedale Ave 3918, 78756 Austin",NA,"CE","GOOD",48,"GOOD","FHB 2834","FALSE","WMEEJ3BA5FK802021","austin",-97.74653,30.30949,0,2015-12-05 22:20:37
"449","Adam L Chapa Sr St 156, 78702 Austin",NA,"CE","GOOD",87,"GOOD","CZS 9752","FALSE","WMEEJ3BA3EK748958","austin",-97.72345,30.25729,0,2015-12-05 22:20:37
"450","E 5th St 703, 78701 Austin",NA,"CE","GOOD",75,"GOOD","FHB 0205","FALSE","WMEEJ3BA9FK802183","austin",-97.73633,30.2652,0,2015-12-05 22:20:37
"451","Hampton Rd 3296, 78705 Austin",NA,"CE","GOOD",96,"GOOD","FJC 9938","FALSE","WMEEJ3BA3FK801871","austin",-97.72732,30.293,0,2015-12-05 22:20:37
"452","Comal St 662, 78702 Austin",NA,"CE","GOOD",42,"GOOD","FJC 9935","FALSE","WMEEJ3BAXFK801690","austin",-97.7263,30.26366,0,2015-12-05 22:20:37
"453","Angelina St 1124, 78702 Austin",NA,"CE","GOOD",90,"GOOD","CZS 9754","FALSE","WMEEJ3BA0EK748061","austin",-97.72456,30.26824,0,2015-12-05 22:20:37
"454","The Parking Spot",NA,"CE","UNACCEPTABLE",60,"GOOD","CSG 1540","FALSE","WMEEJ3BA8EK733842","austin",-97.67598,30.22049,0,2015-12-05 22:20:37
"455","Mill St 832, 78702 Austin",NA,"CE","GOOD",72,"GOOD","FHB 0247","FALSE","WMEEJ3BA4FK802141","austin",-97.71911,30.26312,0,2015-12-05 22:20:37
"456","Sylvan Dr 1618, 78741 Austin",NA,"CE","GOOD",100,"GOOD","FJC 9936","FALSE","WMEEJ3BA2FK801781","austin",-97.73562,30.24053,0,2015-12-05 22:20:37
"457","Chicon St 160, 78702 Austin",NA,"CE","GOOD",54,"GOOD","FHB 0245","FALSE","WMEEJ3BA6FK800908","austin",-97.72432,30.25771,0,2015-12-05 22:20:37
"458","Red River St 2415, 78705 Austin",NA,"CE","GOOD",66,"GOOD","FJC 9779","FALSE","WMEEJ3BA0FK802847","austin",-97.72743,30.28531,0,2015-12-05 22:20:37
"459","One Texas Center",NA,"CE","GOOD",18,"GOOD","FHB 2845","FALSE","WMEEJ3BA4FK801863","austin",-97.74942,30.25811,0,2015-12-05 22:20:37
"460","Kingsbury St 1104, 78703 Austin",NA,"CE","GOOD",30,"UNACCEPTABLE","CSF 8923","FALSE","WMEEJ3BA0EK734600","austin",-97.75148,30.28093,0,2015-12-05 22:20:37
"461","The Parking Spot",NA,"CE","GOOD",100,"GOOD","FBV 4422","FALSE","WMEEJ3BA5FK799802","austin",-97.67598,30.22049,0,2015-12-05 22:20:37
"462","Kingsbury St 1221, 78703 Austin",NA,"CE","GOOD",100,"GOOD","FBV 4439","FALSE","WMEEJ3BA8FK799261","austin",-97.75252,30.28128,0,2015-12-05 22:20:37
"463","Travis Heights Blvd 2075, 78704 Austin",NA,"CE","GOOD",54,"GOOD","FHB 2862","FALSE","WMEEJ3BA1FK802274","austin",-97.74449,30.23917,0,2015-12-05 22:20:37
"464","Angelina St 1104, 78702 Austin",NA,"CE","GOOD",63,"GOOD","FGZ 8813","FALSE","WMEEJ3BA8FK802417","austin",-97.72483,30.26774,0,2015-12-05 22:20:37
"465","San Jacinto Blvd 1228, 78701 Austin",NA,"CE","GOOD",100,"GOOD","CK9 T255","FALSE","WMEEJ3BA2AK417878","austin",-97.73813,30.27373,0,2015-12-05 22:20:37
"466","Kirkwood Rd 1515, 78722 Austin",NA,"CE","GOOD",30,"GOOD","FFD 6224","FALSE","WMEEJ3BA6FK801606","austin",-97.71422,30.29476,0,2015-12-05 22:20:37
"467","Patterson Ave 662, 78703 Austin",NA,"CE","GOOD",60,"GOOD","FJC 9929","FALSE","WMEEJ3BA0FK801293","austin",-97.76603,30.27735,0,2015-12-05 22:20:37
"468","Stark St 803, 78756 Austin",NA,"CE","UNACCEPTABLE",15,"UNACCEPTABLE","FHB 2858","FALSE","WMEEJ3BA3FK801966","austin",-97.72684,30.32565,0,2015-12-05 22:20:37
"469","Pruett St 2357, 78703 Austin",NA,"CE","GOOD",96,"GOOD","FGZ 8803","FALSE","WMEEJ3BA5FK801483","austin",-97.77217,30.28156,0,2015-12-05 22:20:37
"470","Easy Wind Dr, 78752 Austin",NA,"CE","GOOD",36,"GOOD","FHB 0246","FALSE","WMEEJ3BA4FK802043","austin",-97.71855,30.33956,0,2015-12-05 22:20:37
"471","Garden Villa Ln 3764, 78704 Austin",NA,"CE","GOOD",84,"GOOD","CSG 1099","FALSE","WMEEJ3BA5EK749142","austin",-97.77309,30.23102,0,2015-12-05 22:20:37
"472","Nelray Blvd 531, 78751 Austin",NA,"CE","GOOD",96,"GOOD","CZT 1026","FALSE","WMEEJ3BA8EK748230","austin",-97.72522,30.32146,0,2015-12-05 22:20:37
"473","Crossing Pl, 78741 Austin",NA,"CE","GOOD",57,"GOOD","FHB 2860","FALSE","WMEEJ3BA3FK802079","austin",-97.71133,30.24052,0,2015-12-05 22:20:37
"474","Pedernales St 86, 78702 Austin",NA,"CE","GOOD",66,"GOOD","FHB 2863","FALSE","WMEEJ3BA3FK802325","austin",-97.71731,30.25326,0,2015-12-05 22:20:37
"475","Onion St 624, 78702 Austin",NA,"CE","GOOD",57,"GOOD","CZT 0919","FALSE","WMEEJ3BA3EK748832","austin",-97.72746,30.26365,0,2015-12-05 22:20:37
"476","Timbercreek Apartments",NA,"CE","GOOD",42,"GOOD","FFD 7840","FALSE","WMEEJ3BA2FK803210","austin",-97.75159,30.25617,0,2015-12-05 22:20:37
"477","E 2nd St 1982, 78702 Austin",NA,"CE","GOOD",84,"GOOD","FBV 4364","FALSE","WMEEJ3BA5FK799606","austin",-97.72332,30.25776,0,2015-12-05 22:20:37
"478","E 6th St 663, 78701 Austin",NA,"CE","GOOD",96,"GOOD","CYL 4629","FALSE","WMEEJ3BA6EK748789","austin",-97.73652,30.26628,0,2015-12-05 22:20:37
"479","Josephine St 796, 78704 Austin",NA,"CE","GOOD",63,"GOOD","FJC 9926","FALSE","WMEEJ3BA2FK801196","austin",-97.76111,30.25813,0,2015-12-05 22:20:37
"480","Wickersham Ln 2213, 78741 Austin",NA,"CE","GOOD",36,"GOOD","FHB 2827","FALSE","WMEEJ3BA9FK802670","austin",-97.72119,30.22967,0,2015-12-05 22:20:37
"481","Campbell St 544, 78703 Austin",NA,"CE","GOOD",24,"GOOD","FGZ 8800","FALSE","WMEEJ3BA1FK801576","austin",-97.7645,30.27529,0,2015-12-05 22:20:37
"482","Gibson St W 1143, 78704 Austin",NA,"CE","GOOD",24,"GOOD","FBV 4487","FALSE","WMEEJ3BA8FK803020","austin",-97.76145,30.25456,0,2015-12-05 22:20:37
"483","Stark St 811, 78756 Austin",NA,"CE","GOOD",78,"GOOD","FBV 4423","FALSE","WMEEJ3BA5FK799685","austin",-97.72725,30.32585,0,2015-12-05 22:20:37
"484","Medina St 628, 78702 Austin",NA,"CE","GOOD",100,"GOOD","FGZ 8678","FALSE","WMEEJ3BA7FK802036","austin",-97.73141,30.26505,0,2015-12-05 22:20:37
"485","Longview St 2538, 78705 Austin",NA,"CE","GOOD",100,"GOOD","FBV 4369","FALSE","WMEEJ3BA7FK799204","austin",-97.75064,30.29037,0,2015-12-05 22:20:37
"486","Humming Bird Ln 5576, 78745 Austin",NA,"CE","GOOD",69,"GOOD","FGZ 8846","FALSE","WMEEJ3BA4FK802883","austin",-97.77846,30.20737,0,2015-12-05 22:20:37
"487","Capitol Metro Headquarters",NA,"CE","GOOD",33,"GOOD","FBV 4436","FALSE","WMEEJ3BA9FK799317","austin",-97.7099,30.25625,0,2015-12-05 22:20:37
"488","Lamar Square Dr 1355, 78704 Austin",NA,"CE","GOOD",87,"GOOD","CZS 9749","FALSE","WMEEJ3BA2EK748112","austin",-97.76361,30.25403,0,2015-12-05 22:20:37
"489","The Canopy",NA,"CE","GOOD",51,"GOOD","FBV 4360","FALSE","WMEEJ3BA0FK799920","austin",-97.69811,30.26199,0,2015-12-05 22:20:37
"490","E 3rd St 648, 78701 Austin",NA,"CE","GOOD",57,"GOOD","CZT 0935","FALSE","WMEEJ3BAXEK748343","austin",-97.73756,30.26355,0,2015-12-05 22:20:37
"491","Shore District Dr 1386, 78741 Austin",NA,"CE","GOOD",93,"GOOD","FBV 4368","FALSE","WMEEJ3BA8FK799213","austin",-97.72749,30.24371,0,2015-12-05 22:20:37
"492","Manor Rd 2370, 78722 Austin",NA,"CE","GOOD",42,"GOOD","CSG 1543","FALSE","WMEEJ3BA7EK734643","austin",-97.7173,30.28482,0,2015-12-05 22:20:37
"493","E 40th St 904, 78751 Austin",NA,"CE","UNACCEPTABLE",63,"UNACCEPTABLE","FGZ 8615","FALSE","WMEEJ3BA8FK802384","austin",-97.7224,30.29851,0,2015-12-05 22:20:37
"494","Simond Ave 1909, 78723 Austin",NA,"CE","GOOD",15,"GOOD","FGZ 8810","FALSE","WMEEJ3BAXFK802189","austin",-97.70435,30.29689,0,2015-12-05 22:20:37
"495","Annie St W 447, 78704 Austin",NA,"CE","GOOD",93,"GOOD","CSF 9064","FALSE","WMEEJ3BA2EK733819","austin",-97.7545,30.247,0,2015-12-05 22:20:37
"496","S 2nd St 1152, 78704 Austin",NA,"CE","GOOD",93,"GOOD","FBV 4393","FALSE","WMEEJ3BA2FK799241","austin",-97.75427,30.25353,0,2015-12-05 22:20:37
"497","The Canopy",NA,"CE","GOOD",57,"GOOD","FHB 2839","FALSE","WMEEJ3BA0FK801603","austin",-97.69811,30.26199,0,2015-12-05 22:20:37
"498","Town Lake Cir 2381, 78741 Austin",NA,"CE","GOOD",45,"GOOD","FHB 2841","FALSE","WMEEJ3BA3FK800946","austin",-97.72317,30.23896,0,2015-12-05 22:20:37
"499","Powell St 550, 78703 Austin",NA,"CE","GOOD",75,"GOOD","FHB 2870","FALSE","WMEEJ3BA0FK802654","austin",-97.76231,30.27406,0,2015-12-05 22:20:37
"500","E Oltorf St 4944, 78741 Austin",NA,"CE","UNACCEPTABLE",36,"UNACCEPTABLE","CSG 2238","FALSE","WMEEJ3BA1EK734993","austin",-97.7215,30.223,0,2015-12-05 22:20:37
"501","Timbercreek Apartments",NA,"CE","GOOD",72,"GOOD","CSF 9066","FALSE","WMEEJ3BA9EK733235","austin",-97.75159,30.25617,0,2015-12-05 22:20:37
"502","Stassney Woods - 1800 E Stassney Lane - 2 Spaces",NA,"CE","GOOD",100,"GOOD","FBV 4467","FALSE","WMEEJ3BA7FK801727","austin",-97.76107,30.19734,0,2015-12-05 22:20:37
"503","Lamar Square Dr 1352, 78704 Austin",NA,"CE","GOOD",63,"GOOD","CZT 0995","FALSE","WMEEJ3BA8EK748163","austin",-97.76461,30.25442,0,2015-12-05 22:20:37
"504","Angelina St 1158, 78702 Austin",NA,"CE","GOOD",45,"GOOD","CZT 0922","FALSE","WMEEJ3BA0EK748416","austin",-97.72449,30.26954,0,2015-12-05 22:20:37
"505","Lambie St 727, 78701 Austin",NA,"CE","GOOD",45,"GOOD","FBV 4492","FALSE","WMEEJ3BA8FK802630","austin",-97.73829,30.25648,0,2015-12-05 22:20:37
"506","Woodrow Ave 5774, 78756 Austin",NA,"CE","GOOD",100,"GOOD","FHB 2843","FALSE","WMEEJ3BA3FK801840","austin",-97.73237,30.32971,0,2015-12-05 22:20:37
"507","Alvin, 78703 Austin",NA,"CE","GOOD",66,"GOOD","FBV 4427","FALSE","WMEEJ3BA0FK799514","austin",-97.77453,30.27954,0,2015-12-05 22:20:37
"508","Robbins Pl 1972, 78705 Austin",NA,"CE","GOOD",66,"GOOD","CZT 1029","FALSE","WMEEJ3BA8EK748373","austin",-97.74937,30.28513,0,2015-12-05 22:20:37
"509","Glendale Pl 2176, 78704 Austin",NA,"CE","UNACCEPTABLE",100,"UNACCEPTABLE","FHB 2854","FALSE","WMEEJ3BA4FK800020","austin",-97.74336,30.23686,0,2015-12-05 22:20:37
"510","East Ave 72, 78701 Austin",NA,"CE","GOOD",54,"GOOD","CZT 0916","FALSE","WMEEJ3BA5EK748332","austin",-97.73778,30.25858,0,2015-12-05 22:20:37
"511","Newning Ave 1078, 78704 Austin",NA,"CE","GOOD",72,"GOOD","FGZ 8625","FALSE","WMEEJ3BA2FK802588","austin",-97.74439,30.253,0,2015-12-05 22:20:37
"512","Oltorf St W 1277, 78704 Austin",NA,"CE","GOOD",42,"GOOD","FJC 9937","FALSE","WMEEJ3BA3FK801790","austin",-97.76923,30.24532,0,2015-12-05 22:20:37
"513","W 30th St 535, 78705 Austin",NA,"CE","GOOD",100,"GOOD","CZT 1027","FALSE","WMEEJ3BA9EK748267","austin",-97.74149,30.2962,0,2015-12-05 22:20:37
"514","Garden St 2253, 78702 Austin",NA,"CE","GOOD",66,"GOOD","CZT 0921","FALSE","WMEEJ3BA1EK748814","austin",-97.72123,30.25277,0,2015-12-05 22:20:37
"515","E 11th St 1493, 78702 Austin",NA,"CE","GOOD",90,"GOOD","FBV 4371","FALSE","WMEEJ3BAXFK798502","austin",-97.72507,30.26764,0,2015-12-05 22:20:37
"516","Crestview Station",NA,"CE","GOOD",33,"GOOD","FHB 1331","FALSE","WMEEJ3BA8FK801171","austin",-97.71947,30.33886,0,2015-12-05 22:20:37
"517","Hether St 1461, 78704 Austin",NA,"CE","GOOD",100,"GOOD","FJD 0193","FALSE","WMEEJ3BA5FK802133","austin",-97.76798,30.24975,0,2015-12-05 22:20:37
"518","Randolph Rd 3444, 78722 Austin",NA,"CE","GOOD",27,"GOOD","FHB 1332","FALSE","WMEEJ3BAXFK801057","austin",-97.71138,30.28706,0,2015-12-05 22:20:37
"519","Oakmont Blvd 3476, 78703 Austin",NA,"CE","GOOD",18,"GOOD","FGZ 8809","FALSE","WMEEJ3BA8FK802093","austin",-97.75442,30.30826,0,2015-12-05 22:20:37
"520","Crestview Station",NA,"CE","GOOD",27,"GOOD","CSG 1542","FALSE","WMEEJ3BA2EK733240","austin",-97.71947,30.33886,0,2015-12-05 22:20:37
"521","Jones Rd 1975, 78745 Austin",NA,"CE","GOOD",36,"GOOD","FHB 0243","FALSE","WMEEJ3BA2FK799983","austin",-97.79388,30.22063,0,2015-12-05 22:20:37
"522","Parkwood Rd 4442, 78722 Austin",NA,"CE","GOOD",100,"GOOD","FGZ 9137","FALSE","WMEEJ3BA1FK802176","austin",-97.71207,30.30092,0,2015-12-05 22:20:37
"523","Arpdale St 2463, 78704 Austin",NA,"CE","GOOD",27,"GOOD","FBV 4382","FALSE","WMEEJ3BA8FK799325","austin",-97.78231,30.25054,0,2015-12-05 22:20:37
"524","The Parking Spot",NA,"CE","UNACCEPTABLE",15,"GOOD","FJC 9782","FALSE","WMEEJ3BA4FK802690","austin",-97.67598,30.22049,0,2015-12-05 22:20:37
"525","Red River St 1444, 78701 Austin",NA,"CE","GOOD",24,"GOOD","FGZ 8804","FALSE","WMEEJ3BA6FK800374","austin",-97.73516,30.27514,0,2015-12-05 22:20:37
"526","Valleyridge Cir 1447, 78704 Austin",NA,"CE","GOOD",87,"GOOD","FFD 7841","FALSE","WMEEJ3BA6FK803145","austin",-97.77805,30.23366,0,2015-12-05 22:20:37
"527","Valley View Rd 3976, 78704 Austin",NA,"CE","GOOD",33,"UNACCEPTABLE","FHB 2898","FALSE","WMEEJ3BA3FK799989","austin",-97.78408,30.23249,0,2015-12-05 22:20:37
"528","La Casa Dr 2309, 78704 Austin",NA,"CE","GOOD",18,"GOOD","FHB 1334","FALSE","WMEEJ3BAXFK800541","austin",-97.78225,30.2488,0,2015-12-05 22:20:37
"529","Baylor St 474, 78703 Austin",NA,"CE","GOOD",100,"GOOD","FBV 4370","FALSE","WMEEJ3BAXFK798967","austin",-97.7561,30.27069,0,2015-12-05 22:20:37
"530","E 51st St 1757, 78723 Austin",NA,"CE","GOOD",84,"GOOD","CZT 0918","FALSE","WMEEJ3BA1EK748196","austin",-97.69855,30.30273,0,2015-12-05 22:20:37
"531","Willow Hill Dr 2400, 78741 Austin",NA,"CE","GOOD",87,"GOOD","CSF 9072","FALSE","WMEEJ3BA5EK734575","austin",-97.72598,30.23378,0,2015-12-05 22:20:37
"532","E 2nd St 1708, 78702 Austin",NA,"CE","GOOD",57,"GOOD","FGZ 8689","FALSE","WMEEJ3BAXFK802161","austin",-97.72613,30.25877,0,2015-12-05 22:20:37
"533","E 9th St 2464, 78702 Austin",NA,"CE","GOOD",57,"GOOD","FHB 2840","FALSE","WMEEJ3BA4FK801815","austin",-97.71503,30.26465,0,2015-12-05 22:20:37
"534","Ullrich Ave 1556, 78756 Austin",NA,"CE","GOOD",45,"GOOD","CZS 9746","FALSE","WMEEJ3BA2EK748448","austin",-97.73453,30.33171,0,2015-12-05 22:20:37
"535","Treadwell St 1252, 78704 Austin",NA,"CE","GOOD",100,"GOOD","CYL 4638","FALSE","WMEEJ3BA7EK748932","austin",-97.76101,30.25591,0,2015-12-05 22:20:37
"536","S 1st St 722, 78704 Austin",NA,"CE","GOOD",33,"GOOD","FBV 4424","FALSE","WMEEJ3BA1FK799635","austin",-97.75185,30.25594,0,2015-12-05 22:20:37
"537","Skyway Cir 2874, 78704 Austin",NA,"CE","GOOD",100,"GOOD","FHB 2859","FALSE","WMEEJ3BA4FK801975","austin",-97.7828,30.2448,0,2015-12-05 22:20:37
"538","Dean Keaton and Whitis",NA,"CE","GOOD",33,"GOOD","CK9 T292","FALSE","WMEEJ3BA0AK417619","austin",-97.74003,30.28978,0,2015-12-05 22:20:37
"539","W St Johns Ave 885, 78752 Austin",NA,"CE","GOOD",54,"GOOD","FGZ 8687","FALSE","WMEEJ3BA5FK802746","austin",-97.7192,30.33994,0,2015-12-05 22:20:37
"540","W Ben White Blvd 2008, 78704 Austin",NA,"CE","GOOD",66,"GOOD","FJC 9932","FALSE","WMEEJ3BA0FK801441","austin",-97.78819,30.23065,0,2015-12-05 22:20:37
"541","San Antonio St 1240, 78701 Austin",NA,"CE","GOOD",48,"GOOD","CZT 1031","FALSE","WMEEJ3BA3EK748152","austin",-97.74495,30.27565,0,2015-12-05 22:20:37
"542","The Parking Spot",NA,"CE","GOOD",45,"GOOD","FBV 4475","FALSE","WMEEJ3BA0FK803125","austin",-97.67598,30.22049,0,2015-12-05 22:20:37
"543","Shore District Dr 1422, 78741 Austin",NA,"CE","GOOD",81,"GOOD","FHB 1330","FALSE","WMEEJ3BA9FK801664","austin",-97.72817,30.24397,0,2015-12-05 22:20:37
"544","Harris Ave 727, 78705 Austin",NA,"CE","GOOD",72,"GOOD","CZT 0917","FALSE","WMEEJ3BA2EK748093","austin",-97.72858,30.29468,0,2015-12-05 22:20:37
"545","E 48 1/2 St 977, 78751 Austin",NA,"CE","GOOD",66,"GOOD","FHB 2855","FALSE","WMEEJ3BA8FK800487","austin",-97.71418,30.30772,0,2015-12-05 22:20:37
"546","Gibson St W 1023, 78704 Austin",NA,"CE","GOOD",36,"GOOD","FBV 4380","FALSE","WMEEJ3BA7FK799283","austin",-97.75892,30.2536,0,2015-12-05 22:20:37
"547","Grooms St 3232, 78705 Austin",NA,"CE","GOOD",45,"GOOD","FHB 2842","FALSE","WMEEJ3BA8FK800800","austin",-97.73463,30.296,0,2015-12-05 22:20:37
"548","One Highland Center",NA,"CE","GOOD",93,"GOOD","FJC 9933","FALSE","WMEEJ3BAXFK801558","austin",-97.71164,30.32867,0,2015-12-05 22:20:37
"549","Hardrock Canyon Apartments",NA,"CE","GOOD",90,"GOOD","FGZ 8811","FALSE","WMEEJ3BAXFK802287","austin",-97.75122,30.39674,0,2015-12-05 22:20:37
"550","E 51st St 1225, 78723 Austin",NA,"CE","GOOD",48,"GOOD","CZS 9744","FALSE","WMEEJ3BA2EK748224","austin",-97.70792,30.30788,0,2015-12-05 22:20:37
