"","lat","lon","name"
"6577",30.29517,-97.71953,"FGZ 8629"
"6578",30.29486,-97.71969,"FGZ 8629"
"6579",30.29455,-97.71986,"FGZ 8629"
"6580",30.29366,-97.72045,"FGZ 8629"
"6581",30.29322,-97.72074,"FGZ 8629"
"6582",30.2931,-97.72082,"FGZ 8629"
"6583",30.28993,-97.7229,"FGZ 8629"
"6584",30.28801,-97.72412,"FGZ 8629"
"6585",30.28655,-97.72505,"FGZ 8629"
"6586",30.28496,-97.72609,"FGZ 8629"
"6587",30.28306,-97.72734,"FGZ 8629"
"6588",30.2829,-97.72745,"FGZ 8629"
"6589",30.28288,-97.72749,"FGZ 8629"
"6590",30.28286,-97.72753,"FGZ 8629"
"6591",30.28262,-97.72775,"FGZ 8629"
"6592",30.28159,-97.72859,"FGZ 8629"
"6593",30.28108,-97.72899,"FGZ 8629"
"6594",30.28072,-97.72919,"FGZ 8629"
"6595",30.28004,-97.72952,"FGZ 8629"
"6596",30.27885,-97.73005,"FGZ 8629"
"6597",30.2763,-97.73125,"FGZ 8629"
"6598",30.27627,-97.73127,"FGZ 8629"
"6599",30.27618,-97.73135,"FGZ 8629"
"6600",30.27593,-97.73143,"FGZ 8629"
"6601",30.27564,-97.73153,"FGZ 8629"
"6602",30.27517,-97.73163,"FGZ 8629"
"6603",30.27498,-97.73189,"FGZ 8629"
"6604",30.27495,-97.73198,"FGZ 8629"
"6605",30.27492,-97.73219,"FGZ 8629"
"6606",30.27497,-97.73233,"FGZ 8629"
"6607",30.27495,-97.73242,"FGZ 8629"
"6608",30.27504,-97.73274,"FGZ 8629"
"6609",30.27529,-97.73364,"FGZ 8629"
"6610",30.27534,-97.73383,"FGZ 8629"
"6611",30.2754,-97.73387,"FGZ 8629"
"6612",30.27553,-97.73426,"FGZ 8629"
"6613",30.27579,-97.73526,"FGZ 8629"
"6614",30.27629,-97.73709,"FGZ 8629"
"6615",30.27528,-97.73745,"FGZ 8629"
"6616",30.27436,-97.73781,"FGZ 8629"
"6617",30.27453,-97.73845,"FGZ 8629"
"6618",30.2745,-97.73854,"FGZ 8629"
"6619",30.2739,-97.73876,"FGZ 8629"
"6620",30.2739,-97.73876,"FGZ 8629"
"6621",30.27345,-97.73893,"FGZ 8629"
"6622",30.27333,-97.73898,"FGZ 8629"
"6623",30.27323,-97.73865,"FGZ 8629"
"6624",30.27311,-97.73826,"FGZ 8629"
"6625",30.27225,-97.73858,"FGZ 8629"
"6626",30.27158,-97.73883,"FGZ 8629"
"6627",30.27111,-97.73899,"FGZ 8629"
"6628",30.27161,-97.74074,"FGZ 8629"
"6629",30.27197,-97.74212,"FGZ 8629"
"6630",30.27244,-97.74382,"FGZ 8629"
"6631",30.27277,-97.74492,"FGZ 8629"
"6632",30.27211,-97.74515,"FGZ 8629"
"6633",30.27116,-97.7455,"FGZ 8629"
"6634",30.26991,-97.74596,"FGZ 8629"
"6635",30.26904,-97.74631,"FGZ 8629"
"6636",30.26932,-97.74736,"FGZ 8629"
"6637",30.26994,-97.74952,"FGZ 8629"
"6638",30.27025,-97.75059,"FGZ 8629"
"6639",30.27049,-97.75129,"FGZ 8629"
"6640",30.27058,-97.75151,"FGZ 8629"
"6641",30.27096,-97.75252,"FGZ 8629"
"6642",30.27133,-97.75344,"FGZ 8629"
"6643",30.27154,-97.75399,"FGZ 8629"
"6644",30.27113,-97.7542,"FGZ 8629"
"6645",30.27095,-97.75429,"FGZ 8629"
"6646",30.27065,-97.75444,"FGZ 8629"
"6647",30.27048,-97.7545,"FGZ 8629"
"6648",30.27043,-97.75458,"FGZ 8629"
"6649",30.26911,-97.75518,"FGZ 8629"
"6650",30.26766,-97.75585,"FGZ 8629"
"6651",30.26717,-97.75606,"FGZ 8629"
"6652",30.26708,-97.75604,"FGZ 8629"
"6653",30.26697,-97.7561,"FGZ 8629"
"6654",30.2666,-97.75627,"FGZ 8629"
"6655",30.26658,-97.75627,"FGZ 8629"
"6656",30.26568,-97.75665,"FGZ 8629"
"6657",30.265,-97.75693,"FGZ 8629"
"6658",30.26496,-97.75694,"FGZ 8629"
"6659",30.26487,-97.75701,"FGZ 8629"
"6660",30.26456,-97.75717,"FGZ 8629"
"6661",30.26448,-97.75723,"FGZ 8629"
"6662",30.26387,-97.75749,"FGZ 8629"
"6663",30.26369,-97.75756,"FGZ 8629"
"6664",30.26297,-97.75783,"FGZ 8629"
"6665",30.26217,-97.75814,"FGZ 8629"
"6666",30.26091,-97.75858,"FGZ 8629"
"6667",30.26072,-97.75857,"FGZ 8629"
"6668",30.2603,-97.75873,"FGZ 8629"
"6669",30.26017,-97.75877,"FGZ 8629"
"6670",30.25954,-97.75895,"FGZ 8629"
"6671",30.25905,-97.75902,"FGZ 8629"
"6672",30.2589,-97.75907,"FGZ 8629"
"6673",30.25855,-97.75922,"FGZ 8629"
"6674",30.25827,-97.75938,"FGZ 8629"
"6675",30.25814,-97.75947,"FGZ 8629"
"6676",30.25775,-97.75991,"FGZ 8629"
"6677",30.25758,-97.76015,"FGZ 8629"
"6678",30.25705,-97.76077,"FGZ 8629"
"6679",30.25666,-97.7611,"FGZ 8629"
"6680",30.25604,-97.76149,"FGZ 8629"
"6681",30.25563,-97.76174,"FGZ 8629"
"6682",30.25471,-97.76229,"FGZ 8629"
"6683",30.25344,-97.76311,"FGZ 8629"
"6684",30.25332,-97.7632,"FGZ 8629"
"6685",30.25293,-97.76353,"FGZ 8629"
"6686",30.25168,-97.7647,"FGZ 8629"
"6687",30.25081,-97.76557,"FGZ 8629"
"6688",30.25047,-97.76594,"FGZ 8629"
"6689",30.25003,-97.7665,"FGZ 8629"
"6690",30.24969,-97.767,"FGZ 8629"
"6691",30.24951,-97.76729,"FGZ 8629"
"6692",30.24941,-97.76748,"FGZ 8629"
"6693",30.24919,-97.76788,"FGZ 8629"
"6694",30.2488,-97.76876,"FGZ 8629"
"6695",30.24859,-97.76938,"FGZ 8629"
"6696",30.24843,-97.76997,"FGZ 8629"
"6697",30.24763,-97.77279,"FGZ 8629"
"6698",30.24742,-97.77415,"FGZ 8629"
"6699",30.24728,-97.77524,"FGZ 8629"
"6700",30.24706,-97.77667,"FGZ 8629"
"6701",30.24691,-97.77724,"FGZ 8629"
"6702",30.24677,-97.77761,"FGZ 8629"
"6703",30.24652,-97.77816,"FGZ 8629"
"6704",30.24619,-97.77873,"FGZ 8629"
"6705",30.24527,-97.78001,"FGZ 8629"
"6706",30.24422,-97.78144,"FGZ 8629"
"6707",30.24361,-97.78229,"FGZ 8629"
"6708",30.244,-97.78258,"FGZ 8629"
"6709",30.24582,-97.78406,"FGZ 8629"
"6710",30.2459,-97.78388,"FGZ 8629"
"6711",30.24593,-97.78371,"FGZ 8629"
"6712",30.24598,-97.78356,"FGZ 8629"
"6713",30.24598,-97.78356,"FGZ 8629"
"6714",30.24593,-97.78371,"FGZ 8629"
"6715",30.2459,-97.78388,"FGZ 8629"
"6716",30.24582,-97.78406,"FGZ 8629"
"6717",30.244,-97.78258,"FGZ 8629"
"6718",30.24361,-97.78229,"FGZ 8629"
"6719",30.24422,-97.78144,"FGZ 8629"
"6720",30.24459,-97.78093,"FGZ 8629"
"6721",30.24527,-97.78001,"FGZ 8629"
"6722",30.24619,-97.77873,"FGZ 8629"
"6723",30.24652,-97.77816,"FGZ 8629"
"6724",30.24677,-97.77761,"FGZ 8629"
"6725",30.24691,-97.77724,"FGZ 8629"
"6726",30.24706,-97.77667,"FGZ 8629"
"6727",30.24728,-97.77524,"FGZ 8629"
"6728",30.24742,-97.77415,"FGZ 8629"
"6729",30.24763,-97.77279,"FGZ 8629"
"6730",30.2482,-97.77078,"FGZ 8629"
"6731",30.24843,-97.76997,"FGZ 8629"
"6732",30.24859,-97.76938,"FGZ 8629"
"6733",30.2488,-97.76876,"FGZ 8629"
"6734",30.24919,-97.76788,"FGZ 8629"
"6735",30.24941,-97.76748,"FGZ 8629"
"6736",30.24951,-97.76729,"FGZ 8629"
"6737",30.24969,-97.767,"FGZ 8629"
"6738",30.25003,-97.7665,"FGZ 8629"
"6739",30.25047,-97.76594,"FGZ 8629"
"6740",30.25081,-97.76557,"FGZ 8629"
"6741",30.25168,-97.7647,"FGZ 8629"
"6742",30.25293,-97.76353,"FGZ 8629"
"6743",30.25332,-97.7632,"FGZ 8629"
"6744",30.25344,-97.76311,"FGZ 8629"
"6745",30.25471,-97.76229,"FGZ 8629"
"6746",30.25563,-97.76174,"FGZ 8629"
"6747",30.25604,-97.76149,"FGZ 8629"
"6748",30.25666,-97.7611,"FGZ 8629"
"6749",30.25705,-97.76077,"FGZ 8629"
"6750",30.25758,-97.76015,"FGZ 8629"
"6751",30.25775,-97.75991,"FGZ 8629"
"6752",30.25814,-97.75947,"FGZ 8629"
"6753",30.25827,-97.75938,"FGZ 8629"
"6754",30.25855,-97.75922,"FGZ 8629"
"6755",30.2589,-97.75907,"FGZ 8629"
"6756",30.25905,-97.75902,"FGZ 8629"
"6757",30.25954,-97.75895,"FGZ 8629"
"6758",30.26017,-97.75877,"FGZ 8629"
"6759",30.2603,-97.75873,"FGZ 8629"
"6760",30.26072,-97.75857,"FGZ 8629"
"6761",30.26087,-97.75845,"FGZ 8629"
"6762",30.26134,-97.75827,"FGZ 8629"
"6763",30.26147,-97.75823,"FGZ 8629"
"6764",30.26182,-97.75807,"FGZ 8629"
"6765",30.26263,-97.75777,"FGZ 8629"
"6766",30.26292,-97.75767,"FGZ 8629"
"6767",30.26405,-97.75721,"FGZ 8629"
"6768",30.26453,-97.75706,"FGZ 8629"
"6769",30.26466,-97.75701,"FGZ 8629"
"6770",30.26485,-97.75694,"FGZ 8629"
"6771",30.26496,-97.75694,"FGZ 8629"
"6772",30.265,-97.75693,"FGZ 8629"
"6773",30.26503,-97.75691,"FGZ 8629"
"6774",30.26644,-97.75634,"FGZ 8629"
"6775",30.2666,-97.75627,"FGZ 8629"
"6776",30.26697,-97.7561,"FGZ 8629"
"6777",30.26708,-97.75604,"FGZ 8629"
"6778",30.26714,-97.75597,"FGZ 8629"
"6779",30.26716,-97.75595,"FGZ 8629"
"6780",30.26775,-97.7557,"FGZ 8629"
"6781",30.26902,-97.75513,"FGZ 8629"
"6782",30.27016,-97.75462,"FGZ 8629"
"6783",30.27028,-97.75457,"FGZ 8629"
"6784",30.27024,-97.75447,"FGZ 8629"
"6785",30.26974,-97.75317,"FGZ 8629"
"6786",30.26961,-97.75247,"FGZ 8629"
"6787",30.26948,-97.75183,"FGZ 8629"
"6788",30.26933,-97.75095,"FGZ 8629"
"6789",30.26903,-97.74986,"FGZ 8629"
"6790",30.26852,-97.74801,"FGZ 8629"
"6791",30.2678,-97.74554,"FGZ 8629"
"6792",30.26749,-97.7445,"FGZ 8629"
"6793",30.26712,-97.74313,"FGZ 8629"
"6794",30.26676,-97.74184,"FGZ 8629"
"6795",30.26715,-97.74169,"FGZ 8629"
"6796",30.26745,-97.74157,"FGZ 8629"
"6797",30.2681,-97.74132,"FGZ 8629"
"6798",30.2681,-97.74132,"FGZ 8629"
"6799",30.26861,-97.74112,"FGZ 8629"
"6800",30.26832,-97.74006,"FGZ 8629"
"6801",30.26786,-97.74023,"FGZ 8629"
"6802",30.26739,-97.74041,"FGZ 8629"
"6803",30.26768,-97.74148,"FGZ 8629"
"6804",30.26786,-97.74212,"FGZ 8629"
"6805",30.26801,-97.74261,"FGZ 8629"
"6806",30.26856,-97.74464,"FGZ 8629"
"6807",30.26964,-97.74844,"FGZ 8629"
"6808",30.27025,-97.75059,"FGZ 8629"
"6809",30.27053,-97.75137,"FGZ 8629"
"6810",30.27075,-97.75194,"FGZ 8629"
"6811",30.27113,-97.75294,"FGZ 8629"
"6812",30.27192,-97.75498,"FGZ 8629"
"6813",30.27302,-97.75796,"FGZ 8629"
"6814",30.27359,-97.75942,"FGZ 8629"
"6815",30.27418,-97.76096,"FGZ 8629"
"6816",30.27457,-97.76198,"FGZ 8629"
"6817",30.27482,-97.76263,"FGZ 8629"
"6818",30.27527,-97.76356,"FGZ 8629"
"6819",30.27545,-97.76385,"FGZ 8629"
"6820",30.27565,-97.76405,"FGZ 8629"
"6821",30.27577,-97.76422,"FGZ 8629"
"6822",30.27629,-97.76526,"FGZ 8629"
"6823",30.27678,-97.76627,"FGZ 8629"
"6824",30.27684,-97.76637,"FGZ 8629"
"6825",30.27682,-97.76643,"FGZ 8629"
"6826",30.27683,-97.76652,"FGZ 8629"
"6827",30.27682,-97.76681,"FGZ 8629"
"6828",30.27672,-97.76715,"FGZ 8629"
"6829",30.27666,-97.76748,"FGZ 8629"
"6830",30.27665,-97.76761,"FGZ 8629"
"6831",30.27671,-97.76798,"FGZ 8629"
"6832",30.2768,-97.76843,"FGZ 8629"
"6833",30.27702,-97.76943,"FGZ 8629"
"6834",30.27718,-97.77001,"FGZ 8629"
"6835",30.27722,-97.77022,"FGZ 8629"
"6836",30.27727,-97.77048,"FGZ 8629"
"6837",30.27745,-97.77115,"FGZ 8629"
"6838",30.27744,-97.7713,"FGZ 8629"
"6839",30.27752,-97.77149,"FGZ 8629"
"6840",30.27807,-97.7711,"FGZ 8629"
"6841",30.27891,-97.77059,"FGZ 8629"
"6842",30.27955,-97.77019,"FGZ 8629"
"6843",30.27955,-97.77019,"FGZ 8629"
"6844",30.27794,-97.77119,"FGZ 8629"
"6845",30.27752,-97.77149,"FGZ 8629"
"6846",30.27744,-97.7713,"FGZ 8629"
"6847",30.27736,-97.7712,"FGZ 8629"
"6848",30.27725,-97.77085,"FGZ 8629"
"6849",30.27708,-97.77031,"FGZ 8629"
"6850",30.27705,-97.77013,"FGZ 8629"
"6851",30.27693,-97.7695,"FGZ 8629"
"6852",30.27674,-97.76867,"FGZ 8629"
"6853",30.27648,-97.76776,"FGZ 8629"
"6854",30.27626,-97.7672,"FGZ 8629"
"6855",30.27603,-97.76668,"FGZ 8629"
"6856",30.27563,-97.76593,"FGZ 8629"
"6857",30.2755,-97.76576,"FGZ 8629"
"6858",30.27494,-97.76494,"FGZ 8629"
"6859",30.27404,-97.76383,"FGZ 8629"
"6860",30.27389,-97.76361,"FGZ 8629"
"6861",30.27373,-97.76334,"FGZ 8629"
"6862",30.27314,-97.76187,"FGZ 8629"
"6863",30.272,-97.75909,"FGZ 8629"
"6864",30.27136,-97.75732,"FGZ 8629"
"6865",30.27088,-97.75603,"FGZ 8629"
"6866",30.27041,-97.75491,"FGZ 8629"
"6867",30.27024,-97.75447,"FGZ 8629"
"6868",30.26974,-97.75317,"FGZ 8629"
"6869",30.26962,-97.75255,"FGZ 8629"
"6870",30.26957,-97.7523,"FGZ 8629"
"6871",30.26948,-97.75183,"FGZ 8629"
"6872",30.26933,-97.75095,"FGZ 8629"
"6873",30.26903,-97.74986,"FGZ 8629"
"6874",30.26852,-97.74801,"FGZ 8629"
"6875",30.26813,-97.74665,"FGZ 8629"
"6876",30.26749,-97.7445,"FGZ 8629"
"6877",30.26727,-97.74372,"FGZ 8629"
"6878",30.26727,-97.74372,"FGZ 8629"
"6879",30.26712,-97.74313,"FGZ 8629"
"6880",30.26696,-97.74319,"FGZ 8629"
"6881",30.2662,-97.74349,"FGZ 8629"
"6882",30.26432,-97.7442,"FGZ 8629"
"6883",30.26326,-97.74459,"FGZ 8629"
"6884",30.26271,-97.7448,"FGZ 8629"
"6885",30.26058,-97.74562,"FGZ 8629"
"6886",30.25929,-97.74609,"FGZ 8629"
"6887",30.25913,-97.74665,"FGZ 8629"
"6888",30.25907,-97.74687,"FGZ 8629"
"6889",30.25902,-97.74698,"FGZ 8629"
"6890",30.25891,-97.74732,"FGZ 8629"
"6891",30.25865,-97.74848,"FGZ 8629"
"6892",30.25842,-97.74934,"FGZ 8629"
"6893",30.25836,-97.74978,"FGZ 8629"
"6894",30.25836,-97.74986,"FGZ 8629"
"6895",30.25258,-97.77707,"FHB 0200"
"6896",30.25417,-97.77602,"FHB 0200"
"6897",30.2546,-97.77679,"FHB 0200"
"6898",30.25473,-97.77704,"FHB 0200"
"6899",30.25537,-97.77653,"FHB 0200"
"6900",30.25668,-97.77552,"FHB 0200"
"6901",30.25683,-97.77538,"FHB 0200"
"6902",30.25686,-97.77531,"FHB 0200"
"6903",30.25705,-97.77473,"FHB 0200"
"6904",30.25743,-97.77414,"FHB 0200"
"6905",30.25765,-97.77377,"FHB 0200"
"6906",30.25785,-97.77338,"FHB 0200"
"6907",30.25804,-97.77279,"FHB 0200"
"6908",30.25873,-97.7728,"FHB 0200"
"6909",30.25881,-97.77276,"FHB 0200"
"6910",30.25885,-97.77274,"FHB 0200"
"6911",30.25936,-97.7722,"FHB 0200"
"6912",30.25948,-97.77205,"FHB 0200"
"6913",30.25969,-97.77177,"FHB 0200"
"6914",30.25988,-97.77152,"FHB 0200"
"6915",30.26001,-97.7714,"FHB 0200"
"6916",30.26039,-97.7711,"FHB 0200"
"6917",30.26074,-97.77087,"FHB 0200"
"6918",30.26081,-97.77082,"FHB 0200"
"6919",30.26105,-97.77046,"FHB 0200"
"6920",30.26128,-97.77008,"FHB 0200"
"6921",30.26139,-97.76983,"FHB 0200"
"6922",30.26149,-97.76956,"FHB 0200"
"6923",30.26167,-97.76885,"FHB 0200"
"6924",30.26172,-97.76862,"FHB 0200"
"6925",30.26181,-97.76834,"FHB 0200"
"6926",30.26189,-97.76812,"FHB 0200"
"6927",30.26208,-97.76782,"FHB 0200"
"6928",30.26255,-97.76713,"FHB 0200"
"6929",30.26267,-97.767,"FHB 0200"
"6930",30.26285,-97.76686,"FHB 0200"
"6931",30.26333,-97.76654,"FHB 0200"
"6932",30.26396,-97.76611,"FHB 0200"
"6933",30.26414,-97.76589,"FHB 0200"
"6934",30.26449,-97.76536,"FHB 0200"
"6935",30.26472,-97.76502,"FHB 0200"
"6936",30.26449,-97.76471,"FHB 0200"
"6937",30.26409,-97.76417,"FHB 0200"
"6938",30.26375,-97.76374,"FHB 0200"
"6939",30.26334,-97.76324,"FHB 0200"
"6940",30.26273,-97.7625,"FHB 0200"
"6941",30.26239,-97.76211,"FHB 0200"
"6942",30.26218,-97.76189,"FHB 0200"
"6943",30.26204,-97.7617,"FHB 0200"
"6944",30.26193,-97.76154,"FHB 0200"
"6945",30.26183,-97.76131,"FHB 0200"
"6946",30.26161,-97.76055,"FHB 0200"
"6947",30.26144,-97.76001,"FHB 0200"
"6948",30.26111,-97.75921,"FHB 0200"
"6949",30.2611,-97.75909,"FHB 0200"
"6950",30.26091,-97.75858,"FHB 0200"
"6951",30.26087,-97.75845,"FHB 0200"
"6952",30.26126,-97.7583,"FHB 0200"
"6953",30.26141,-97.75825,"FHB 0200"
"6954",30.26169,-97.75813,"FHB 0200"
"6955",30.26208,-97.75796,"FHB 0200"
"6956",30.26275,-97.75774,"FHB 0200"
"6957",30.26444,-97.75707,"FHB 0200"
"6958",30.26485,-97.75694,"FHB 0200"
"6959",30.26499,-97.75693,"FHB 0200"
"6960",30.26502,-97.75691,"FHB 0200"
"6961",30.26625,-97.75642,"FHB 0200"
"6962",30.26659,-97.75627,"FHB 0200"
"6963",30.26708,-97.75604,"FHB 0200"
"6964",30.26714,-97.75596,"FHB 0200"
"6965",30.26729,-97.7559,"FHB 0200"
"6966",30.26859,-97.75532,"FHB 0200"
"6967",30.26907,-97.75511,"FHB 0200"
"6968",30.27003,-97.75469,"FHB 0200"
"6969",30.27059,-97.75446,"FHB 0200"
"6970",30.27111,-97.75421,"FHB 0200"
"6971",30.27154,-97.75399,"FHB 0200"
"6972",30.27179,-97.75465,"FHB 0200"
"6973",30.27179,-97.75465,"FHB 0200"
"6974",30.27192,-97.75498,"FHB 0200"
"6975",30.27209,-97.75542,"FHB 0200"
"6976",30.27117,-97.75588,"FHB 0200"
"6977",30.27088,-97.75603,"FHB 0200"
"6978",30.27055,-97.75525,"FHB 0200"
"6979",30.27031,-97.75465,"FHB 0200"
"6980",30.2691,-97.75519,"FHB 0200"
"6981",30.26718,-97.75606,"FHB 0200"
"6982",30.26708,-97.75604,"FHB 0200"
"6983",30.26686,-97.75615,"FHB 0200"
"6984",30.26652,-97.7563,"FHB 0200"
"6985",30.26499,-97.75693,"FHB 0200"
"6986",30.26487,-97.75701,"FHB 0200"
"6987",30.26448,-97.75723,"FHB 0200"
"6988",30.2636,-97.75759,"FHB 0200"
"6989",30.2626,-97.75798,"FHB 0200"
"6990",30.26172,-97.75831,"FHB 0200"
"6991",30.26091,-97.75858,"FHB 0200"
"6992",30.26072,-97.75857,"FHB 0200"
"6993",30.26018,-97.75877,"FHB 0200"
"6994",30.25965,-97.75893,"FHB 0200"
"6995",30.25902,-97.75903,"FHB 0200"
"6996",30.25877,-97.75912,"FHB 0200"
"6997",30.25827,-97.75938,"FHB 0200"
"6998",30.25803,-97.75957,"FHB 0200"
"6999",30.25775,-97.75991,"FHB 0200"
"7000",30.25758,-97.76015,"FHB 0200"
"7001",30.25694,-97.76088,"FHB 0200"
"7002",30.25648,-97.76123,"FHB 0200"
"7003",30.25538,-97.76189,"FHB 0200"
"7004",30.25424,-97.76258,"FHB 0200"
"7005",30.25341,-97.76314,"FHB 0200"
"7006",30.25322,-97.76328,"FHB 0200"
"7007",30.25262,-97.76382,"FHB 0200"
"7008",30.25157,-97.76481,"FHB 0200"
"7009",30.2506,-97.76579,"FHB 0200"
"7010",30.25033,-97.76612,"FHB 0200"
"7011",30.2498,-97.76683,"FHB 0200"
"7012",30.24945,-97.76739,"FHB 0200"
"7013",30.24919,-97.76788,"FHB 0200"
"7014",30.2488,-97.76876,"FHB 0200"
"7015",30.24871,-97.76902,"FHB 0200"
"7016",30.24856,-97.76945,"FHB 0200"
"7017",30.24835,-97.77024,"FHB 0200"
"7018",30.24783,-97.77211,"FHB 0200"
"7019",30.24763,-97.77279,"FHB 0200"
"7020",30.24742,-97.77415,"FHB 0200"
"7021",30.24713,-97.77634,"FHB 0200"
"7022",30.24691,-97.77724,"FHB 0200"
"7023",30.24716,-97.77711,"FHB 0200"
"7024",30.24787,-97.77664,"FHB 0200"
"7025",30.24904,-97.77584,"FHB 0200"
"7026",30.25016,-97.77816,"FHB 0200"
"7027",30.25231,-97.71345,"FGZ 8680"
"7028",30.25243,-97.71418,"FGZ 8680"
"7029",30.25254,-97.71455,"FGZ 8680"
"7030",30.25344,-97.71414,"FGZ 8680"
"7031",30.2539,-97.71545,"FGZ 8680"
"7032",30.2547,-97.7177,"FGZ 8680"
"7033",30.25528,-97.71942,"FGZ 8680"
"7034",30.25609,-97.72171,"FGZ 8680"
"7035",30.25677,-97.72366,"FGZ 8680"
"7036",30.25782,-97.72664,"FGZ 8680"
"7037",30.25917,-97.73054,"FGZ 8680"
"7038",30.26046,-97.73422,"FGZ 8680"
"7039",30.26102,-97.73578,"FGZ 8680"
"7040",30.26141,-97.73567,"FGZ 8680"
"7041",30.26153,-97.73567,"FGZ 8680"
"7042",30.2616,-97.73571,"FGZ 8680"
"7043",30.26163,-97.73572,"FGZ 8680"
"7044",30.26171,-97.73572,"FGZ 8680"
"7045",30.26187,-97.73571,"FGZ 8680"
"7046",30.26248,-97.73556,"FGZ 8680"
"7047",30.26311,-97.73541,"FGZ 8680"
"7048",30.26357,-97.73527,"FGZ 8680"
"7049",30.2637,-97.73522,"FGZ 8680"
"7050",30.26376,-97.73527,"FGZ 8680"
"7051",30.26411,-97.73515,"FGZ 8680"
"7052",30.26548,-97.73465,"FGZ 8680"
"7053",30.2665,-97.73426,"FGZ 8680"
"7054",30.26767,-97.73384,"FGZ 8680"
"7055",30.27167,-97.73236,"FGZ 8680"
"7056",30.2719,-97.73227,"FGZ 8680"
"7057",30.27217,-97.73219,"FGZ 8680"
"7058",30.27407,-97.73156,"FGZ 8680"
"7059",30.27449,-97.73144,"FGZ 8680"
"7060",30.27463,-97.73139,"FGZ 8680"
"7061",30.27488,-97.73132,"FGZ 8680"
"7062",30.27581,-97.73101,"FGZ 8680"
"7063",30.27653,-97.73072,"FGZ 8680"
"7064",30.27834,-97.72987,"FGZ 8680"
"7065",30.27869,-97.72971,"FGZ 8680"
"7066",30.27882,-97.7297,"FGZ 8680"
"7067",30.27917,-97.72952,"FGZ 8680"
"7068",30.27971,-97.72925,"FGZ 8680"
"7069",30.28039,-97.72888,"FGZ 8680"
"7070",30.28169,-97.72803,"FGZ 8680"
"7071",30.28321,-97.72705,"FGZ 8680"
"7072",30.2851,-97.72583,"FGZ 8680"
"7073",30.28512,-97.72577,"FGZ 8680"
"7074",30.2852,-97.72569,"FGZ 8680"
"7075",30.2853,-97.72562,"FGZ 8680"
"7076",30.2854,-97.72554,"FGZ 8680"
"7077",30.28543,-97.72547,"FGZ 8680"
"7078",30.28544,-97.72536,"FGZ 8680"
"7079",30.28544,-97.72533,"FGZ 8680"
"7080",30.2856,-97.72522,"FGZ 8680"
"7081",30.28611,-97.72488,"FGZ 8680"
"7082",30.28635,-97.72473,"FGZ 8680"
"7083",30.28649,-97.72465,"FGZ 8680"
"7084",30.28758,-97.72397,"FGZ 8680"
"7085",30.28909,-97.72303,"FGZ 8680"
"7086",30.29081,-97.72189,"FGZ 8680"
"7087",30.29009,-97.72039,"FGZ 8680"
"7088",30.29106,-97.71974,"FGZ 8680"
"7089",30.27033,-97.74692,"CYL 4639"
"7090",30.2703,-97.74689,"CYL 4639"
"7091",30.27012,-97.7463,"CYL 4639"
"7092",30.27011,-97.74627,"CYL 4639"
"7093",30.27005,-97.74615,"CYL 4639"
"7094",30.26999,-97.74593,"CYL 4639"
"7095",30.26936,-97.7438,"CYL 4639"
"7096",30.26908,-97.74285,"CYL 4639"
"7097",30.26872,-97.74155,"CYL 4639"
"7098",30.26772,-97.73791,"CYL 4639"
"7099",30.26711,-97.73572,"CYL 4639"
"7100",30.26673,-97.73434,"CYL 4639"
"7101",30.26659,-97.73385,"CYL 4639"
"7102",30.26751,-97.73352,"CYL 4639"
"7103",30.26916,-97.73291,"CYL 4639"
"7104",30.27102,-97.73223,"CYL 4639"
"7105",30.27181,-97.73193,"CYL 4639"
"7106",30.27188,-97.73174,"CYL 4639"
"7107",30.27197,-97.73115,"CYL 4639"
"7108",30.27214,-97.73016,"CYL 4639"
"7109",30.27233,-97.72888,"CYL 4639"
"7110",30.27252,-97.72777,"CYL 4639"
"7111",30.27357,-97.72799,"CYL 4639"
"7112",30.27355,-97.72811,"CYL 4639"
"7113",30.27355,-97.72811,"CYL 4639"
"7114",30.27357,-97.72799,"CYL 4639"
"7115",30.27346,-97.72796,"CYL 4639"
"7116",30.27252,-97.72777,"CYL 4639"
"7117",30.27245,-97.72815,"CYL 4639"
"7118",30.27221,-97.7296,"CYL 4639"
"7119",30.272,-97.73096,"CYL 4639"
"7120",30.27191,-97.73147,"CYL 4639"
"7121",30.272,-97.73162,"CYL 4639"
"7122",30.27207,-97.7317,"CYL 4639"
"7123",30.27213,-97.73174,"CYL 4639"
"7124",30.27223,-97.73177,"CYL 4639"
"7125",30.27236,-97.73172,"CYL 4639"
"7126",30.27243,-97.73174,"CYL 4639"
"7127",30.27293,-97.73167,"CYL 4639"
"7128",30.27335,-97.73159,"CYL 4639"
"7129",30.27441,-97.7313,"CYL 4639"
"7130",30.27469,-97.73122,"CYL 4639"
"7131",30.27531,-97.73106,"CYL 4639"
"7132",30.27562,-97.73098,"CYL 4639"
"7133",30.27568,-97.73099,"CYL 4639"
"7134",30.27581,-97.73101,"CYL 4639"
"7135",30.27615,-97.73088,"CYL 4639"
"7136",30.27686,-97.73057,"CYL 4639"
"7137",30.27869,-97.72971,"CYL 4639"
"7138",30.27882,-97.7297,"CYL 4639"
"7139",30.27896,-97.72963,"CYL 4639"
"7140",30.2795,-97.72936,"CYL 4639"
"7141",30.28007,-97.72906,"CYL 4639"
"7142",30.28095,-97.72852,"CYL 4639"
"7143",30.28178,-97.72798,"CYL 4639"
