"","address","charging","engineType","exterior","fuel","interior","name","smartPhoneRequired","vin","City","Longitude","Latitude","Altitude"
"128","Chalmers Ave 638, 78702 Austin",NA,"CE","GOOD",24,"GOOD","FJD 0198","FALSE","WMEEJ3BA8FK802899","austin",-97.72438,30.26274,0
"129","E 51st St 1757, 78723 Austin",NA,"CE","GOOD",75,"GOOD","FBV 4379","FALSE","WMEEJ3BA7FK799235","austin",-97.70066,30.30126,0
"130","W 5th St 143, 78701 Austin",NA,"CE","GOOD",100,"GOOD","CSF 9063","FALSE","WMEEJ3BA4EK733319","austin",-97.7437,30.26734,0
"131","W 31 1/2 St 667, 78705 Austin",NA,"CE","GOOD",100,"GOOD","FHB 2866","FALSE","WMEEJ3BAXFK802502","austin",-97.7421,30.29878,0
"132","S Mo-Pac Expy, 78746 Austin",NA,"CE","GOOD",63,"GOOD","FJC 9925","FALSE","WMEEJ3BAXFK800989","austin",-97.77258,30.2721,0
"133","Hardrock Canyon Apartments",NA,"CE","GOOD",93,"GOOD","CK9 T277","FALSE","WMEEJ3BA3AK416772","austin",-97.75122,30.39674,0
"134","W 3rd St 843, 78701 Austin",NA,"CE","GOOD",96,"GOOD","CZT 0998","FALSE","WMEEJ3BA3EK748071","austin",-97.75251,30.26798,0
"135","Cromwell Cir 2214, 78741 Austin",NA,"CE","GOOD",24,"GOOD","FJD 0197","FALSE","WMEEJ3BA2FK803045","austin",-97.7207,30.23039,0
"136","W 5th St 1790, 78703 Austin",NA,"CE","UNACCEPTABLE",100,"UNACCEPTABLE","CSG 1100","FALSE","WMEEJ3BA1EK733682","austin",-97.76631,30.27618,0
"137","Caney St 232, 78702 Austin",NA,"CE","GOOD",100,"GOOD","CZT 0934","FALSE","WMEEJ3BA9EK749595","austin",-97.72119,30.25731,0
"138","Penick Dr 5767, 78741 Austin",NA,"CE","GOOD",30,"GOOD","FJC 9791","FALSE","WMEEJ3BA0FK802055","austin",-97.70882,30.22871,0
"139","The Parking Spot",NA,"CE","GOOD",45,"GOOD","FHB 2835","FALSE","WMEEJ3BA7FK802103","austin",-97.67598,30.22049,0
"140","S Pleasant Valley Rd 2307, 78741 Austin",NA,"CE","GOOD",36,"GOOD","FBV 4477","FALSE","WMEEJ3BA3FK803068","austin",-97.72569,30.22985,0
"141","Travis Heights Blvd 2114, 78704 Austin",NA,"CE","GOOD",100,"GOOD","FHB 2857","FALSE","WMEEJ3BA5FK801418","austin",-97.74488,30.23878,0
"142","W 9th St 2359, 78703 Austin",NA,"CE","GOOD",30,"GOOD","FBV 4363","FALSE","WMEEJ3BA4FK799595","austin",-97.7714,30.28294,0
"143","Chalmers Ave 612, 78702 Austin",NA,"CE","GOOD",100,"GOOD","FFD 7794","FALSE","WMEEJ3BA9FK801650","austin",-97.72442,30.26251,0
"144","The Parking Spot",NA,"CE","GOOD",39,"GOOD","FTD 8882","FALSE","WMEEJ3BA2FK802980","austin",-97.67598,30.22049,0
"145","Veterans Dr 2259, 78703 Austin",NA,"CE","GOOD",57,"GOOD","FJC 9934","FALSE","WMEEJ3BA2FK801568","austin",-97.7722,30.27694,0
"146","St Elmo Rd W 288, 78745 Austin",NA,"CE","GOOD",66,"GOOD","CSF 9195","FALSE","WMEEJ3BA4EK734809","austin",-97.76948,30.21949,0
"147","E 13th St 1974, 78702 Austin",NA,"CE","UNACCEPTABLE",100,"UNACCEPTABLE","CSF 8931","FALSE","WMEEJ3BA9EK733784","austin",-97.71937,30.27488,0
"148","Navasota St 528, 78702 Austin",NA,"CE","GOOD",69,"GOOD","FHB 1336","FALSE","WMEEJ3BA0FK800404","austin",-97.72873,30.26312,0
"149","Highland Business Center",NA,"CE","UNACCEPTABLE",72,"GOOD","FBV 4493","FALSE","WMEEJ3BA7FK802330","austin",-97.71203,30.32424,0
"150","Fairlawn Ln 1830, 78704 Austin",NA,"CE","GOOD",100,"GOOD","FBV 4385","FALSE","WMEEJ3BA6FK799470","austin",-97.73963,30.24086,0
"151","One Texas Center",NA,"CE","GOOD",21,"GOOD","FBV 4389","FALSE","WMEEJ3BA0FK799335","austin",-97.74942,30.25811,0
"152","Poquito St 2212, 78722 Austin",NA,"CE","GOOD",54,"GOOD","FHB 2861","FALSE","WMEEJ3BA5FK800771","austin",-97.72096,30.28307,0
"153","Pinckney St 4055, 78723 Austin",NA,"CE","GOOD",100,"GOOD","FBV 4435","FALSE","WMEEJ3BA5FK799380","austin",-97.7031,30.29253,0
"154","Comal St 1106, 78702 Austin",NA,"CE","GOOD",30,"GOOD","FBV 4367","FALSE","WMEEJ3BA4FK799757","austin",-97.72447,30.27032,0
"155","W 6th St 539, 78701 Austin",NA,"CE","GOOD",51,"GOOD","CZT 0936","FALSE","WMEEJ3BAXEK748911","austin",-97.74776,30.26941,0
"156","Mueller Blvd 4638, 78723 Austin",NA,"CE","GOOD",100,"GOOD","CSF 9197","FALSE","WMEEJ3BA8EK734506","austin",-97.70697,30.29949,0
"157","E 8th St 1603, 78702 Austin",NA,"CE","GOOD",84,"GOOD","FHB 2846","FALSE","WMEEJ3BA0FK801939","austin",-97.72549,30.26473,0
"158","Woodbury Dr 3788, 78704 Austin",NA,"CE","GOOD",100,"GOOD","FGZ 8628","FALSE","WMEEJ3BA8FK802370","austin",-97.75994,30.22489,0
"159","E 5th St 843, 78702 Austin",NA,"CE","GOOD",90,"GOOD","FBV 4433","FALSE","WMEEJ3BAXFK799391","austin",-97.73422,30.26467,0
"160","Little John Ln 2506, 78704 Austin",NA,"CE","GOOD",21,"GOOD","FBV 4377","FALSE","WMEEJ3BA6FK800035","austin",-97.74874,30.23504,0
"161","E 6th St 1039, 78702 Austin",NA,"CE","UNACCEPTABLE",72,"UNACCEPTABLE","FJC 9790","FALSE","WMEEJ3BA5FK802066","austin",-97.73213,30.26491,0
"162","Dean Keaton and Whitis",NA,"CE","GOOD",15,"GOOD","FHB 1333","FALSE","WMEEJ3BA6FK800603","austin",-97.74003,30.28978,0
"163","Rosedale Ave 3918, 78756 Austin",NA,"CE","GOOD",48,"GOOD","FHB 2834","FALSE","WMEEJ3BA5FK802021","austin",-97.74653,30.30949,0
"164","Adam L Chapa Sr St 156, 78702 Austin",NA,"CE","GOOD",87,"GOOD","CZS 9752","FALSE","WMEEJ3BA3EK748958","austin",-97.72345,30.25729,0
"165","E 5th St 703, 78701 Austin",NA,"CE","GOOD",75,"GOOD","FHB 0205","FALSE","WMEEJ3BA9FK802183","austin",-97.73633,30.2652,0
"166","Comal St 662, 78702 Austin",NA,"CE","GOOD",42,"GOOD","FJC 9935","FALSE","WMEEJ3BAXFK801690","austin",-97.7263,30.26366,0
"167","Angelina St 1124, 78702 Austin",NA,"CE","GOOD",90,"GOOD","CZS 9754","FALSE","WMEEJ3BA0EK748061","austin",-97.72456,30.26824,0
"168","The Parking Spot",NA,"CE","UNACCEPTABLE",60,"GOOD","CSG 1540","FALSE","WMEEJ3BA8EK733842","austin",-97.67598,30.22049,0
"169","E 4th St 453, 78701 Austin",NA,"CE","GOOD",75,"GOOD","FBV 4437","FALSE","WMEEJ3BA9FK799298","austin",-97.73945,30.26509,0
"170","Sylvan Dr 1618, 78741 Austin",NA,"CE","GOOD",100,"GOOD","FJC 9936","FALSE","WMEEJ3BA2FK801781","austin",-97.73562,30.24053,0
"171","Chicon St 160, 78702 Austin",NA,"CE","GOOD",54,"GOOD","FHB 0245","FALSE","WMEEJ3BA6FK800908","austin",-97.72432,30.25771,0
"172","Red River St 2415, 78705 Austin",NA,"CE","GOOD",66,"GOOD","FJC 9779","FALSE","WMEEJ3BA0FK802847","austin",-97.72743,30.28531,0
"173","One Texas Center",NA,"CE","GOOD",18,"GOOD","FHB 2845","FALSE","WMEEJ3BA4FK801863","austin",-97.74942,30.25811,0
"174","Kingsbury St 1104, 78703 Austin",NA,"CE","GOOD",30,"UNACCEPTABLE","CSF 8923","FALSE","WMEEJ3BA0EK734600","austin",-97.75148,30.28093,0
"175","Webberville Rd 2422, 78702 Austin",NA,"CE","GOOD",75,"GOOD","FGZ 8812","FALSE","WMEEJ3BA9FK802345","austin",-97.71418,30.26308,0
"176","The Parking Spot",NA,"CE","GOOD",100,"GOOD","FBV 4422","FALSE","WMEEJ3BA5FK799802","austin",-97.67598,30.22049,0
"177","Kingsbury St 1221, 78703 Austin",NA,"CE","GOOD",100,"GOOD","FBV 4439","FALSE","WMEEJ3BA8FK799261","austin",-97.75252,30.28128,0
"178","Travis Heights Blvd 2075, 78704 Austin",NA,"CE","GOOD",54,"GOOD","FHB 2862","FALSE","WMEEJ3BA1FK802274","austin",-97.74449,30.23917,0
"179","Patterson Ave 662, 78703 Austin",NA,"CE","GOOD",60,"GOOD","FJC 9929","FALSE","WMEEJ3BA0FK801293","austin",-97.76603,30.27735,0
"180","Angelina St 1104, 78702 Austin",NA,"CE","GOOD",63,"GOOD","FGZ 8813","FALSE","WMEEJ3BA8FK802417","austin",-97.72483,30.26774,0
"181","San Jacinto Blvd 1228, 78701 Austin",NA,"CE","GOOD",100,"GOOD","CK9 T255","FALSE","WMEEJ3BA2AK417878","austin",-97.73813,30.27373,0
"182","Kirkwood Rd 1515, 78722 Austin",NA,"CE","GOOD",30,"GOOD","FFD 6224","FALSE","WMEEJ3BA6FK801606","austin",-97.71422,30.29476,0
"183","Stark St 803, 78756 Austin",NA,"CE","UNACCEPTABLE",15,"UNACCEPTABLE","FHB 2858","FALSE","WMEEJ3BA3FK801966","austin",-97.72684,30.32565,0
"184","Burton Dr 2094, 78741 Austin",NA,"CE","GOOD",96,"GOOD","FBV 4359","FALSE","WMEEJ3BA2FK799871","austin",-97.7331,30.23287,0
"185","Pruett St 2357, 78703 Austin",NA,"CE","GOOD",96,"GOOD","FGZ 8803","FALSE","WMEEJ3BA5FK801483","austin",-97.77217,30.28156,0
"186","Easy Wind Dr, 78752 Austin",NA,"CE","GOOD",36,"GOOD","FHB 0246","FALSE","WMEEJ3BA4FK802043","austin",-97.71855,30.33956,0
"187","Garden Villa Ln 3764, 78704 Austin",NA,"CE","GOOD",84,"GOOD","CSG 1099","FALSE","WMEEJ3BA5EK749142","austin",-97.77309,30.23102,0
"188","Nelray Blvd 531, 78751 Austin",NA,"CE","GOOD",96,"GOOD","CZT 1026","FALSE","WMEEJ3BA8EK748230","austin",-97.72522,30.32146,0
"189","Crossing Pl, 78741 Austin",NA,"CE","GOOD",57,"GOOD","FHB 2860","FALSE","WMEEJ3BA3FK802079","austin",-97.71133,30.24052,0
"190","Pedernales St 86, 78702 Austin",NA,"CE","GOOD",66,"GOOD","FHB 2863","FALSE","WMEEJ3BA3FK802325","austin",-97.71731,30.25326,0
"191","Timbercreek Apartments",NA,"CE","GOOD",42,"GOOD","FFD 7840","FALSE","WMEEJ3BA2FK803210","austin",-97.75159,30.25617,0
"192","E 2nd St 1982, 78702 Austin",NA,"CE","GOOD",84,"GOOD","FBV 4364","FALSE","WMEEJ3BA5FK799606","austin",-97.72332,30.25776,0
"193","E 6th St 663, 78701 Austin",NA,"CE","GOOD",96,"GOOD","CYL 4629","FALSE","WMEEJ3BA6EK748789","austin",-97.73652,30.26628,0
"194","Wickersham Ln 2213, 78741 Austin",NA,"CE","GOOD",36,"GOOD","FHB 2827","FALSE","WMEEJ3BA9FK802670","austin",-97.72119,30.22967,0
"195","Brittany Blvd 1899, 78745 Austin",NA,"CE","GOOD",51,"GOOD","CSF 9191","FALSE","WMEEJ3BA5EK734706","austin",-97.79551,30.21606,0
"196","Campbell St 544, 78703 Austin",NA,"CE","GOOD",24,"GOOD","FGZ 8800","FALSE","WMEEJ3BA1FK801576","austin",-97.7645,30.27529,0
"197","Gibson St W 1143, 78704 Austin",NA,"CE","GOOD",24,"GOOD","FBV 4487","FALSE","WMEEJ3BA8FK803020","austin",-97.76145,30.25456,0
"198","Stark St 811, 78756 Austin",NA,"CE","GOOD",78,"GOOD","FBV 4423","FALSE","WMEEJ3BA5FK799685","austin",-97.72725,30.32585,0
"199","Medina St 628, 78702 Austin",NA,"CE","GOOD",100,"GOOD","FGZ 8678","FALSE","WMEEJ3BA7FK802036","austin",-97.73141,30.26505,0
"200","Longview St 2538, 78705 Austin",NA,"CE","GOOD",100,"GOOD","FBV 4369","FALSE","WMEEJ3BA7FK799204","austin",-97.75064,30.29037,0
"201","Humming Bird Ln 5576, 78745 Austin",NA,"CE","GOOD",69,"GOOD","FGZ 8846","FALSE","WMEEJ3BA4FK802883","austin",-97.77846,30.20737,0
"202","Capitol Metro Headquarters",NA,"CE","GOOD",33,"GOOD","FBV 4436","FALSE","WMEEJ3BA9FK799317","austin",-97.7099,30.25625,0
"203","Garden St 2057, 78702 Austin",NA,"CE","GOOD",57,"GOOD","FBV 4429","FALSE","WMEEJ3BA3FK799474","austin",-97.7238,30.25364,0
"204","The Canopy",NA,"CE","GOOD",51,"GOOD","FBV 4360","FALSE","WMEEJ3BA0FK799920","austin",-97.69811,30.26199,0
"205","E 3rd St 648, 78701 Austin",NA,"CE","GOOD",57,"GOOD","CZT 0935","FALSE","WMEEJ3BAXEK748343","austin",-97.73756,30.26355,0
"206","Shore District Dr 1386, 78741 Austin",NA,"CE","GOOD",93,"GOOD","FBV 4368","FALSE","WMEEJ3BA8FK799213","austin",-97.72749,30.24371,0
"207","Manor Rd 2370, 78722 Austin",NA,"CE","GOOD",42,"GOOD","CSG 1543","FALSE","WMEEJ3BA7EK734643","austin",-97.7173,30.28482,0
